,celltype
HP1502401_K22,alpha
HP1502401_I22,alpha
HP1502401_F4,alpha
HP1502401_M15,alpha
HP1502401_A12,alpha
HP1502401_D5,alpha
HP1502401_M5,alpha
HP1502401_K17,alpha
HP1502401_H15,alpha
HP1502401_H8,alpha
HP1502401_N17,alpha
HP1502401_O2,alpha
HP1502401_J21,alpha
HP1502401_J8,alpha
HP1502401_N15,alpha
HP1502401_H7,alpha
HP1502401_O1,alpha
HP1502401_L3,alpha
HP1502401_J1,alpha
HP1502401_H3,alpha
HP1502401_I15,alpha
HP1502401_I4,alpha
HP1502401_J23,alpha
HP1502401_M18,alpha
HP1502401_K15,alpha
HP1502401_G10,alpha
HP1502401_L2,alpha
HP1502401_L23,alpha
HP1502401_F19,alpha
HP1502401_L17,alpha
HP1502401_O22,alpha
HP1502401_L16,alpha
HP1502401_L12,alpha
HP1502401_H2,alpha
HP1502401_K9,alpha
HP1502401_E16,alpha
HP1502401_M4,alpha
HP1502401_O21,alpha
HP1502401_M10,alpha
HP1502401_J11,alpha
HP1502401_H4,alpha
HP1502401_L11,alpha
HP1502401_K3,alpha
HP1502401_I16,alpha
HP1502401_N12,alpha
HP1502401_M24,alpha
HP1502401_N4,alpha
HP1502401_E21,alpha
HP1502401_H10,alpha
HP1502401_J6,alpha
HP1502401_M7,alpha
HP1502401_O24,alpha
HP1502401_C16,alpha
HP1502401_B20,alpha
HP1502401_D8,alpha
HP1502401_F12,alpha
HP1502401_L7,alpha
HP1502401_A4,alpha
HP1502401_K5,alpha
HP1502401_C4,alpha
HP1502401_K1,alpha
HP1502401_J20,alpha
HP1502401_O23,alpha
HP1502401_B5,alpha
HP1502401_E6,alpha
HP1502401_J18,alpha
HP1502401_M1,alpha
HP1502401_J4,alpha
HP1502401_A15,alpha
HP1502401_D20,alpha
HP1502401_G7,alpha
HP1502401_H5,alpha
HP1502401_D16,alpha
HP1502401_M19,alpha
HP1502401_K6,alpha
HP1502401_K2,alpha
HP1502401_O8,alpha
HP1502401_K16,alpha
HP1502401_E17,alpha
HP1502401_M23,alpha
HP1502401_I18,alpha
HP1502401_I1,alpha
HP1502401_L22,alpha
HP1502401_G8,alpha
HP1502401_M9,alpha
HP1502401_D24,alpha
HP1502401_O4,alpha
HP1502401_L15,alpha
HP1502401_L9,alpha
HP1502401_M3,alpha
HP1502401_H20,alpha
HP1502401_O20,alpha
HP1502401_H24,alpha
HP1502401_L4,alpha
HP1502401_O17,alpha
HP1502401_M11,alpha
HP1502401_F23,alpha
HP1502401_M21,alpha
HP1502401_K21,alpha
HP1502401_H16,alpha
HP1502401_L20,alpha
HP1502401_N20,alpha
HP1502401_E11,alpha
HP1502401_K11,alpha
HP1502401_B10,alpha
HP1502401_F20,alpha
HP1502401_B16,alpha
HP1502401_L1,alpha
HP1502401_A17,alpha
HP1502401_H1,alpha
HP1502401_I23,alpha
HP1502401_O3,alpha
HP1502401_F10,alpha
HP1502401_N3,alpha
HP1502401_N19,alpha
HP1502401_K20,alpha
HP1504101T2D_M6,alpha
HP1504101T2D_F15,alpha
HP1504101T2D_F10,alpha
HP1504101T2D_M18,alpha
HP1504101T2D_L23,alpha
HP1504101T2D_N17,alpha
HP1504101T2D_G1,alpha
HP1504101T2D_M19,alpha
HP1504101T2D_J15,alpha
HP1504101T2D_N7,alpha
HP1504101T2D_O16,alpha
HP1504101T2D_M4,alpha
HP1504101T2D_I20,alpha
HP1504101T2D_K24,alpha
HP1504101T2D_I1,alpha
HP1504101T2D_J13,alpha
HP1504101T2D_D2,alpha
HP1504101T2D_O13,alpha
HP1504101T2D_L2,alpha
HP1504101T2D_I24,alpha
HP1504101T2D_J18,alpha
HP1504101T2D_M15,alpha
HP1504101T2D_N15,alpha
HP1504101T2D_F7,alpha
HP1504101T2D_I5,alpha
HP1504101T2D_C17,alpha
HP1504101T2D_F22,alpha
HP1504101T2D_J2,alpha
HP1504101T2D_E1,alpha
HP1504101T2D_A19,alpha
HP1504101T2D_G2,alpha
HP1504101T2D_J11,alpha
HP1504101T2D_K22,alpha
HP1504101T2D_G17,alpha
HP1504101T2D_N19,alpha
HP1504101T2D_I17,alpha
HP1504101T2D_D7,alpha
HP1504101T2D_L21,alpha
HP1504101T2D_N12,alpha
HP1504101T2D_B16,alpha
HP1504101T2D_E23,alpha
HP1504101T2D_H9,alpha
HP1504101T2D_A5,alpha
HP1504101T2D_K23,alpha
HP1504101T2D_I18,alpha
HP1504101T2D_P2,alpha
HP1504101T2D_I14,alpha
HP1504101T2D_E10,alpha
HP1504101T2D_G24,alpha
HP1504101T2D_F5,alpha
HP1504101T2D_M21,alpha
HP1504101T2D_D19,alpha
HP1504101T2D_K4,alpha
HP1504101T2D_N9,alpha
HP1504101T2D_M7,alpha
HP1504101T2D_O6,alpha
HP1504101T2D_E6,alpha
HP1504101T2D_B11,alpha
HP1504101T2D_C4,alpha
HP1504101T2D_C15,alpha
HP1504101T2D_C22,alpha
HP1504101T2D_D13,alpha
HP1504101T2D_F12,alpha
HP1504101T2D_C14,alpha
HP1504101T2D_J6,alpha
HP1504101T2D_H20,alpha
HP1504101T2D_G12,alpha
HP1504101T2D_N13,alpha
HP1504101T2D_L8,alpha
HP1504101T2D_L7,alpha
HP1504101T2D_M24,alpha
HP1504101T2D_G22,alpha
HP1504101T2D_P17,alpha
HP1504101T2D_G14,alpha
HP1504101T2D_G10,alpha
HP1504101T2D_K12,alpha
HP1504101T2D_G19,alpha
HP1504101T2D_M2,alpha
HP1504101T2D_M9,alpha
HP1504101T2D_O14,alpha
HP1504101T2D_P22,alpha
HP1504101T2D_M10,alpha
HP1504101T2D_E3,alpha
HP1504101T2D_O22,alpha
HP1504101T2D_M5,alpha
HP1504101T2D_B21,alpha
HP1504101T2D_J7,alpha
HP1504101T2D_A6,alpha
HP1504101T2D_I8,alpha
HP1504101T2D_P21,alpha
HP1504101T2D_A12,alpha
HP1504101T2D_O9,alpha
HP1504101T2D_N1,alpha
HP1504101T2D_I23,alpha
HP1504101T2D_L5,alpha
HP1504101T2D_O20,alpha
HP1504101T2D_B7,alpha
HP1504101T2D_N24,alpha
HP1504101T2D_H2,alpha
HP1504101T2D_N22,alpha
HP1504101T2D_E22,alpha
HP1504101T2D_C20,alpha
HP1504101T2D_H17,alpha
HP1504101T2D_L4,alpha
HP1504101T2D_P7,alpha
HP1504101T2D_O10,alpha
HP1504101T2D_K20,alpha
HP1504101T2D_I22,alpha
HP1504101T2D_H4,alpha
HP1504101T2D_K17,alpha
HP1504101T2D_L10,alpha
HP1504101T2D_H21,alpha
HP1504101T2D_O3,alpha
HP1504101T2D_N2,alpha
HP1504101T2D_J20,alpha
HP1504101T2D_L3,alpha
HP1504101T2D_P11,alpha
HP1504101T2D_F3,alpha
HP1504101T2D_J1,alpha
HP1504101T2D_N8,alpha
HP1504101T2D_G23,alpha
HP1504101T2D_N6,alpha
HP1504101T2D_H22,alpha
HP1504101T2D_B13,alpha
HP1504101T2D_F19,alpha
HP1504101T2D_F24,alpha
HP1504101T2D_A8,alpha
HP1504101T2D_H15,alpha
HP1504101T2D_M23,alpha
HP1504101T2D_J24,alpha
HP1504101T2D_D5,alpha
HP1504101T2D_L18,alpha
HP1504101T2D_K18,alpha
HP1504101T2D_P18,alpha
HP1504101T2D_L19,alpha
HP1504101T2D_N5,alpha
HP1504101T2D_A23,alpha
HP1504101T2D_D6,alpha
HP1504901_D15,alpha
HP1504901_B15,alpha
HP1504901_B3,alpha
HP1504901_N2,alpha
HP1504901_H12,alpha
HP1504901_D12,alpha
HP1504901_F12,alpha
HP1504901_H10,alpha
HP1504901_O7,alpha
HP1504901_K12,alpha
HP1504901_J8,alpha
HP1504901_C11,alpha
HP1504901_B16,alpha
HP1504901_F6,alpha
HP1504901_P10,alpha
HP1504901_D16,alpha
HP1504901_M3,alpha
HP1504901_D23,alpha
HP1504901_B13,alpha
HP1504901_H4,alpha
HP1504901_B1,alpha
HP1504901_G9,alpha
HP1504901_E24,alpha
HP1504901_A14,alpha
HP1504901_O9,alpha
HP1504901_G3,alpha
HP1504901_F5,alpha
HP1504901_K1,alpha
HP1504901_C16,alpha
HP1504901_H11,alpha
HP1504901_I24,alpha
HP1504901_E18,alpha
HP1504901_H6,alpha
HP1504901_J17,alpha
HP1504901_N1,alpha
HP1504901_D22,alpha
HP1504901_N22,alpha
HP1504901_J20,alpha
HP1504901_J23,alpha
HP1504901_F19,alpha
HP1504901_G2,alpha
HP1504901_N16,alpha
HP1504901_F24,alpha
HP1504901_O17,alpha
HP1504901_A19,alpha
HP1504901_D5,alpha
HP1504901_D1,alpha
HP1504901_N12,alpha
HP1504901_H8,alpha
HP1504901_M24,alpha
HP1504901_O10,alpha
HP1504901_B18,alpha
HP1504901_F9,alpha
HP1504901_F20,alpha
HP1504901_O6,alpha
HP1504901_J19,alpha
HP1504901_L13,alpha
HP1504901_G13,alpha
HP1504901_J22,alpha
HP1504901_L14,alpha
HP1504901_A2,alpha
HP1504901_N17,alpha
HP1504901_I3,alpha
HP1504901_A9,alpha
HP1504901_I21,alpha
HP1504901_G6,alpha
HP1504901_O16,alpha
HP1504901_E14,alpha
HP1504901_D17,alpha
HP1504901_K6,alpha
HP1504901_D2,alpha
HP1504901_J6,alpha
HP1504901_I2,alpha
HP1504901_D14,alpha
HP1504901_M18,alpha
HP1504901_F4,alpha
HP1504901_H1,alpha
HP1504901_K5,alpha
HP1504901_F10,alpha
HP1504901_G15,alpha
HP1504901_N19,alpha
HP1504901_I8,alpha
HP1504901_B21,alpha
HP1504901_N7,alpha
HP1504901_D21,alpha
HP1504901_G19,alpha
HP1504901_B2,alpha
HP1504901_F3,alpha
HP1506401_G3,alpha
HP1506401_G1,alpha
HP1506401_K12,alpha
HP1506401_F13,alpha
HP1506401_L7,alpha
HP1506401_J18,alpha
HP1506401_O24,alpha
HP1506401_A5,alpha
HP1506401_E15,alpha
HP1506401_N4,alpha
HP1506401_H14,alpha
HP1506401_O23,alpha
HP1506401_J4,alpha
HP1506401_P19,alpha
HP1506401_N19,alpha
HP1506401_A21,alpha
HP1506401_O3,alpha
HP1506401_H13,alpha
HP1506401_C5,alpha
HP1506401_P15,alpha
HP1506401_P3,alpha
HP1506401_I8,alpha
HP1506401_G5,alpha
HP1506401_I18,alpha
HP1506401_E8,alpha
HP1506401_L23,alpha
HP1506401_E9,alpha
HP1506401_F17,alpha
HP1506401_M12,alpha
HP1506401_E11,alpha
HP1506401_E21,alpha
HP1506401_G13,alpha
HP1506401_G24,alpha
HP1506401_H22,alpha
HP1506401_F20,alpha
HP1507101_K2,alpha
HP1507101_O2,alpha
HP1507101_E2,alpha
HP1507101_E3,alpha
HP1507101_G3,alpha
HP1507101_C2,alpha
HP1507101_O1,alpha
HP1507101_I2,alpha
HP1507101_M2,alpha
HP1507101_G16,alpha
HP1507101_N9,alpha
HP1507101_F7,alpha
HP1507101_B3,alpha
HP1507101_M12,alpha
HP1507101_D14,alpha
HP1507101_D20,alpha
HP1507101_O22,alpha
HP1507101_L15,alpha
HP1507101_O16,alpha
HP1507101_N3,alpha
HP1507101_L11,alpha
HP1507101_N12,alpha
HP1507101_O17,alpha
HP1507101_A16,alpha
HP1507101_L13,alpha
HP1507101_O20,alpha
HP1507101_N21,alpha
HP1507101_I10,alpha
HP1507101_H20,alpha
HP1507101_A14,alpha
HP1507101_I17,alpha
HP1507101_K6,alpha
HP1507101_F19,alpha
HP1507101_G6,alpha
HP1507101_L7,alpha
HP1507101_H7,alpha
HP1507101_O4,alpha
HP1507101_H1,alpha
HP1507101_I15,alpha
HP1507101_O5,alpha
HP1507101_F22,alpha
HP1507101_A22,alpha
HP1507101_L5,alpha
HP1507101_A20,alpha
HP1507101_F16,alpha
HP1507101_P10,alpha
HP1507101_O6,alpha
HP1507101_G4,alpha
HP1507101_B23,alpha
HP1507101_H11,alpha
HP1507101_G12,alpha
HP1507101_F17,alpha
HP1507101_G14,alpha
HP1507101_N22,alpha
HP1507101_I8,alpha
HP1507101_L2,alpha
HP1507101_H15,alpha
HP1507101_D2,alpha
HP1507101_P12,alpha
HP1507101_F20,alpha
HP1507101_N24,alpha
HP1507101_E24,alpha
HP1507101_I16,alpha
HP1507101_C24,alpha
HP1507101_B18,alpha
HP1507101_H14,alpha
HP1507101_H9,alpha
HP1507101_O10,alpha
HP1507101_J24,alpha
HP1507101_G18,alpha
HP1507101_J14,alpha
HP1507101_E20,alpha
HP1507101_I13,alpha
HP1507101_J11,alpha
HP1507101_P11,alpha
HP1507101_P4,alpha
HP1507101_E6,alpha
HP1507101_G22,alpha
HP1507101_C4,alpha
HP1507101_J18,alpha
HP1507101_I23,alpha
HP1507101_C18,alpha
HP1507101_K8,alpha
HP1507101_N19,alpha
HP1507101_G19,alpha
HP1507101_I11,alpha
HP1507101_L18,alpha
HP1507101_B15,alpha
HP1507101_K5,alpha
HP1507101_L3,alpha
HP1507101_E8,alpha
HP1507101_J13,alpha
HP1507101_A4,alpha
HP1507101_J23,alpha
HP1507101_O18,alpha
HP1507101_K4,alpha
HP1507101_F3,alpha
HP1507101_N18,alpha
HP1507101_D7,alpha
HP1507101_P18,alpha
HP1507101_P17,alpha
HP1507101_P5,alpha
HP1507101_M4,alpha
HP1507101_B7,alpha
HP1507101_E10,alpha
HP1507101_H23,alpha
HP1507101_K3,alpha
HP1507101_C20,alpha
HP1507101_L10,alpha
HP1507101_M14,alpha
HP1507101_I4,alpha
HP1507101_G24,alpha
HP1507101_G23,alpha
HP1507101_D1,alpha
HP1507101_J1,alpha
HP1507101_O24,alpha
HP1507101_D8,alpha
HP1507101_I22,alpha
HP1507101_B1,alpha
HP1507101_N16,alpha
HP1507101_F2,alpha
HP1507101_F8,alpha
HP1507101_B14,alpha
HP1507101_N4,alpha
HP1507101_M6,alpha
HP1507101_L19,alpha
HP1507101_F18,alpha
HP1507101_K22,alpha
HP1507101_K17,alpha
HP1507101_D21,alpha
HP1507101_D16,alpha
HP1507101_M18,alpha
HP1507101_H6,alpha
HP1507101_G20,alpha
HP1507101_G13,alpha
HP1507101_N20,alpha
HP1507101_G8,alpha
HP1507101_P6,alpha
HP1507101_D18,alpha
HP1507101_P23,alpha
HP1507101_H21,alpha
HP1507101_E21,alpha
HP1507101_D24,alpha
HP1507101_C5,alpha
HP1507101_J2,alpha
HP1507101_B13,alpha
HP1507101_H12,alpha
HP1507101_I19,alpha
HP1507101_H22,alpha
HP1507101_B4,alpha
HP1507101_F13,alpha
HP1507101_B19,alpha
HP1507101_D12,alpha
HP1507101_D5,alpha
HP1507101_A18,alpha
HP1507101_B24,alpha
HP1507101_J21,alpha
HP1507101_G11,alpha
HP1507101_B6,alpha
HP1507101_D15,alpha
HP1507101_B12,alpha
HP1507101_B10,alpha
HP1507101_N2,alpha
HP1507101_F5,alpha
HP1507101_E12,alpha
HP1507101_H3,alpha
HP1507101_O7,alpha
HP1507101_L14,alpha
HP1507101_L6,alpha
HP1507101_C6,alpha
HP1507101_I6,alpha
HP1507101_N23,alpha
HP1507101_J17,alpha
HP1507101_F1,alpha
HP1507101_E9,alpha
HP1507101_C14,alpha
HP1507101_D11,alpha
HP1507101_J3,alpha
HP1507101_M20,alpha
HP1507101_D17,alpha
HP1507101_B16,alpha
HP1507101_J5,alpha
HP1507101_I24,alpha
HP1507101_O13,alpha
HP1507101_E7,alpha
HP1507101_I20,alpha
HP1507101_I5,alpha
HP1507101_B11,alpha
HP1507101_H5,alpha
HP1507101_G9,alpha
HP1507101_J4,alpha
HP1507101_K24,alpha
HP1507101_P3,alpha
HP1507101_F21,alpha
HP1507101_G15,alpha
HP1507101_O11,alpha
HP1507101_C8,alpha
HP1507101_L21,alpha
HP1507101_J22,alpha
HP1507101_P8,alpha
HP1508501T2D_E2,alpha
HP1508501T2D_E1,alpha
HP1508501T2D_A3,alpha
HP1508501T2D_I2,alpha
HP1508501T2D_O1,alpha
HP1508501T2D_K1,alpha
HP1508501T2D_C20,alpha
HP1508501T2D_M9,alpha
HP1508501T2D_L13,alpha
HP1508501T2D_P7,alpha
HP1508501T2D_B15,alpha
HP1508501T2D_D2,alpha
HP1508501T2D_D20,alpha
HP1508501T2D_E24,alpha
HP1508501T2D_G15,alpha
HP1508501T2D_M20,alpha
HP1508501T2D_B23,alpha
HP1508501T2D_J21,alpha
HP1508501T2D_A13,alpha
HP1508501T2D_I15,alpha
HP1508501T2D_E6,alpha
HP1508501T2D_E14,alpha
HP1508501T2D_M19,alpha
HP1508501T2D_D17,alpha
HP1508501T2D_L18,alpha
HP1508501T2D_F17,alpha
HP1508501T2D_H24,alpha
HP1508501T2D_H22,alpha
HP1508501T2D_I20,alpha
HP1508501T2D_B9,alpha
HP1508501T2D_A6,alpha
HP1508501T2D_D5,alpha
HP1508501T2D_L6,alpha
HP1508501T2D_B5,alpha
HP1508501T2D_F16,alpha
HP1508501T2D_L7,alpha
HP1508501T2D_L14,alpha
HP1508501T2D_G10,alpha
HP1508501T2D_D6,alpha
HP1508501T2D_E12,alpha
HP1508501T2D_C7,alpha
HP1508501T2D_P3,alpha
HP1508501T2D_H4,alpha
HP1508501T2D_E18,alpha
HP1508501T2D_G11,alpha
HP1508501T2D_P11,alpha
HP1508501T2D_L16,alpha
HP1508501T2D_P9,alpha
HP1508501T2D_O14,alpha
HP1508501T2D_D1,alpha
HP1508501T2D_K21,alpha
HP1508501T2D_H6,alpha
HP1508501T2D_J9,alpha
HP1508501T2D_B11,alpha
HP1508501T2D_E10,alpha
HP1508501T2D_C13,alpha
HP1508501T2D_E22,alpha
HP1508501T2D_A24,alpha
HP1508501T2D_P5,alpha
HP1508501T2D_N20,alpha
HP1508501T2D_M4,alpha
HP1508501T2D_B8,alpha
HP1508501T2D_I16,alpha
HP1508501T2D_A16,alpha
HP1508501T2D_K4,alpha
HP1508501T2D_H3,alpha
HP1508501T2D_C10,alpha
HP1508501T2D_B4,alpha
HP1508501T2D_C23,alpha
HP1508501T2D_K17,alpha
HP1508501T2D_D3,alpha
HP1508501T2D_D16,alpha
HP1508501T2D_G24,alpha
HP1508501T2D_P8,alpha
HP1508501T2D_I22,alpha
HP1508501T2D_O10,alpha
HP1508501T2D_G20,alpha
HP1508501T2D_K12,alpha
HP1508501T2D_J20,alpha
HP1508501T2D_J4,alpha
HP1508501T2D_E8,alpha
HP1508501T2D_M8,alpha
HP1508501T2D_B22,alpha
HP1508501T2D_E19,alpha
HP1508501T2D_J12,alpha
HP1508501T2D_F9,alpha
HP1508501T2D_N4,alpha
HP1508501T2D_I14,alpha
HP1508501T2D_J3,alpha
HP1508501T2D_G21,alpha
HP1508501T2D_H23,alpha
HP1508501T2D_D21,alpha
HP1508501T2D_E23,alpha
HP1508501T2D_D14,alpha
HP1508501T2D_F18,alpha
HP1508501T2D_D13,alpha
HP1508501T2D_A4,alpha
HP1508501T2D_L17,alpha
HP1508501T2D_G6,alpha
HP1508501T2D_J5,alpha
HP1508501T2D_N11,alpha
HP1508501T2D_F23,alpha
HP1508501T2D_K24,alpha
HP1508501T2D_D11,alpha
HP1508501T2D_M12,alpha
HP1508501T2D_K19,alpha
HP1508501T2D_B12,alpha
HP1508501T2D_B13,alpha
HP1508501T2D_K14,alpha
HP1508501T2D_H10,alpha
HP1508501T2D_M5,alpha
HP1508501T2D_H21,alpha
HP1508501T2D_F2,alpha
HP1508501T2D_J8,alpha
HP1508501T2D_P6,alpha
HP1508501T2D_O6,alpha
HP1508501T2D_H15,alpha
HP1508501T2D_A14,alpha
HP1508501T2D_A12,alpha
HP1508501T2D_B3,alpha
HP1508501T2D_A15,alpha
HP1508501T2D_J1,alpha
HP1508501T2D_K9,alpha
HP1508501T2D_E21,alpha
HP1508501T2D_F20,alpha
HP1508501T2D_G4,alpha
HP1508501T2D_D8,alpha
HP1508501T2D_D10,alpha
HP1508501T2D_E13,alpha
HP1509101_A3,alpha
HP1509101_D5,alpha
HP1509101_G19,alpha
HP1509101_P4,alpha
HP1509101_B8,alpha
HP1509101_J12,alpha
HP1509101_A7,alpha
HP1509101_H1,alpha
HP1509101_L17,alpha
HP1509101_L6,alpha
HP1509101_G23,alpha
HP1509101_I14,alpha
HP1509101_H21,alpha
HP1509101_L8,alpha
HP1509101_G14,alpha
HP1509101_I5,alpha
HP1509101_K22,alpha
HP1509101_F13,alpha
HP1509101_G24,alpha
HP1509101_D15,alpha
HP1509101_O9,alpha
HP1509101_N12,alpha
HP1509101_O7,alpha
HP1509101_D8,alpha
HP1509101_H22,alpha
HP1509101_F1,alpha
HP1509101_L11,alpha
HP1509101_N15,alpha
HP1509101_G22,alpha
HP1509101_H24,alpha
HP1509101_H23,alpha
HP1509101_I10,alpha
HP1509101_C12,alpha
HP1509101_G18,alpha
HP1509101_M12,alpha
HP1509101_I22,alpha
HP1509101_N16,alpha
HP1509101_P20,alpha
HP1509101_P18,alpha
HP1509101_G15,alpha
HP1509101_N9,alpha
HP1509101_B20,alpha
HP1509101_N18,alpha
HP1509101_N17,alpha
HP1509101_C22,alpha
HP1509101_E19,alpha
HP1509101_O23,alpha
HP1509101_J8,alpha
HP1509101_B11,alpha
HP1509101_D19,alpha
HP1509101_K21,alpha
HP1509101_G20,alpha
HP1509101_J4,alpha
HP1509101_H11,alpha
HP1509101_I21,alpha
HP1509101_H14,alpha
HP1509101_O13,alpha
HP1509101_J15,alpha
HP1509101_H9,alpha
HP1509101_O20,alpha
HP1509101_I8,alpha
HP1509101_F4,alpha
HP1509101_K7,alpha
HP1509101_N5,alpha
HP1509101_J20,alpha
HP1509101_F19,alpha
HP1509101_I23,alpha
HP1509101_O19,alpha
HP1509101_L24,alpha
HP1509101_O16,alpha
HP1509101_I18,alpha
HP1509101_N20,alpha
HP1509101_A20,alpha
HP1509101_I24,alpha
HP1509101_G16,alpha
HP1509101_M8,alpha
HP1509101_J6,alpha
HP1509101_M10,alpha
HP1509101_B10,alpha
HP1509101_G17,alpha
HP1509101_J24,alpha
HP1509101_O12,alpha
HP1525301T2D_K15,alpha
HP1525301T2D_G11,alpha
HP1525301T2D_A6,alpha
HP1525301T2D_K23,alpha
HP1525301T2D_I21,alpha
HP1525301T2D_I12,alpha
HP1525301T2D_P22,alpha
HP1525301T2D_J14,alpha
HP1525301T2D_P6,alpha
HP1525301T2D_C16,alpha
HP1525301T2D_B1,alpha
HP1525301T2D_B4,alpha
HP1525301T2D_F19,alpha
HP1525301T2D_N23,alpha
HP1525301T2D_G22,alpha
HP1525301T2D_D11,alpha
HP1525301T2D_E1,alpha
HP1525301T2D_C2,alpha
HP1525301T2D_B11,alpha
HP1525301T2D_M16,alpha
HP1525301T2D_O1,alpha
HP1525301T2D_H23,alpha
HP1525301T2D_B23,alpha
HP1525301T2D_I4,alpha
HP1525301T2D_P8,alpha
HP1525301T2D_C1,alpha
HP1525301T2D_J2,alpha
HP1525301T2D_N7,alpha
HP1525301T2D_H6,alpha
HP1525301T2D_C10,alpha
HP1525301T2D_H7,alpha
HP1525301T2D_G15,alpha
HP1525301T2D_E23,alpha
HP1525301T2D_I7,alpha
HP1525301T2D_E7,alpha
HP1525301T2D_O18,alpha
HP1525301T2D_F2,alpha
HP1525301T2D_H19,alpha
HP1525301T2D_M13,alpha
HP1525301T2D_P24,alpha
HP1525301T2D_I5,alpha
HP1525301T2D_L15,alpha
HP1525301T2D_A9,alpha
HP1525301T2D_P17,alpha
HP1525301T2D_B15,alpha
HP1525301T2D_L22,alpha
HP1525301T2D_I2,alpha
HP1525301T2D_H12,alpha
HP1525301T2D_L24,alpha
HP1525301T2D_N8,alpha
HP1525301T2D_M8,alpha
HP1525301T2D_F4,alpha
HP1525301T2D_J4,alpha
HP1525301T2D_G4,alpha
HP1525301T2D_J13,alpha
HP1525301T2D_G19,alpha
HP1525301T2D_N13,alpha
HP1525301T2D_J8,alpha
HP1525301T2D_C5,alpha
HP1525301T2D_E13,alpha
HP1525301T2D_L9,alpha
HP1525301T2D_A11,alpha
HP1525301T2D_P11,alpha
HP1525301T2D_P18,alpha
HP1525301T2D_O6,alpha
HP1525301T2D_C8,alpha
HP1525301T2D_B13,alpha
HP1525301T2D_P9,alpha
HP1525301T2D_A5,alpha
HP1525301T2D_M10,alpha
HP1525301T2D_H8,alpha
HP1525301T2D_B7,alpha
HP1525301T2D_B18,alpha
HP1525301T2D_K19,alpha
HP1525301T2D_G1,alpha
HP1525301T2D_J19,alpha
HP1525301T2D_G18,alpha
HP1525301T2D_E16,alpha
HP1525301T2D_A3,alpha
HP1525301T2D_N19,alpha
HP1525301T2D_O5,alpha
HP1525301T2D_D9,alpha
HP1525301T2D_E22,alpha
HP1525301T2D_K22,alpha
HP1525301T2D_H20,alpha
HP1525301T2D_N9,alpha
HP1525301T2D_O13,alpha
HP1525301T2D_J1,alpha
HP1525301T2D_E8,alpha
HP1525301T2D_N24,alpha
HP1525301T2D_K3,alpha
HP1526901T2D_A3,alpha
HP1526901T2D_P20,alpha
HP1526901T2D_M21,alpha
HP1526901T2D_D5,alpha
HP1526901T2D_K6,alpha
HP1526901T2D_L16,alpha
HP1526901T2D_F2,alpha
HP1526901T2D_E18,alpha
HP1526901T2D_O22,alpha
HP1526901T2D_I6,alpha
HP1526901T2D_N15,alpha
HP1526901T2D_F3,alpha
HP1526901T2D_P21,alpha
HP1526901T2D_J24,alpha
HP1526901T2D_L2,alpha
HP1526901T2D_F21,alpha
HP1526901T2D_G7,alpha
HP1526901T2D_F10,alpha
HP1526901T2D_J8,alpha
HP1526901T2D_E8,alpha
HP1526901T2D_P14,alpha
HP1526901T2D_L19,alpha
HP1526901T2D_N9,alpha
HP1526901T2D_O21,alpha
HP1526901T2D_G14,alpha
HP1526901T2D_M4,alpha
HP1526901T2D_A9,alpha
HP1526901T2D_P2,alpha
HP1526901T2D_A12,alpha
HP1526901T2D_L11,alpha
HP1526901T2D_B12,alpha
HP1526901T2D_A17,alpha
HP1526901T2D_P12,alpha
HP1526901T2D_J2,alpha
HP1526901T2D_D18,alpha
HP1526901T2D_B17,alpha
HP1526901T2D_F1,alpha
HP1526901T2D_B20,alpha
HP1526901T2D_H12,alpha
HP1526901T2D_G13,alpha
HP1526901T2D_N6,alpha
HP1526901T2D_I21,alpha
HP1526901T2D_F9,alpha
HP1526901T2D_H17,alpha
HP1526901T2D_O23,alpha
HP1526901T2D_L17,alpha
HP1526901T2D_A7,alpha
HP1526901T2D_K18,alpha
HP1526901T2D_K10,alpha
HP1526901T2D_I7,alpha
HP1526901T2D_J19,alpha
HP1526901T2D_G16,alpha
HP1526901T2D_D8,alpha
HP1526901T2D_I14,alpha
HP1526901T2D_M1,alpha
HP1526901T2D_J4,alpha
HP1526901T2D_G10,alpha
HP1526901T2D_K2,alpha
HP1526901T2D_N10,alpha
HP1526901T2D_I8,alpha
HP1526901T2D_L13,alpha
HP1526901T2D_B11,alpha
HP1526901T2D_O6,alpha
HP1526901T2D_G18,alpha
HP1526901T2D_J13,alpha
HP1526901T2D_C16,alpha
HP1526901T2D_J14,alpha
HP1526901T2D_C4,alpha
HP1526901T2D_H6,alpha
HP1526901T2D_F19,alpha
HP1526901T2D_D9,alpha
HP1526901T2D_P19,alpha
HP1526901T2D_L23,alpha
HP1526901T2D_N2,alpha
HP1526901T2D_H19,alpha
HP1526901T2D_C6,alpha
HP1526901T2D_L21,alpha
HP1526901T2D_D1,alpha
HP1526901T2D_P1,alpha
HP1526901T2D_E6,alpha
HP1526901T2D_M23,alpha
HP1526901T2D_N14,alpha
HP1526901T2D_I4,alpha
HP1526901T2D_B14,alpha
HP1526901T2D_C2,alpha
HP1526901T2D_K14,alpha
HP1526901T2D_D16,alpha
HP1526901T2D_M16,alpha
HP1526901T2D_K15,alpha
HP1526901T2D_I15,alpha
HP1526901T2D_G8,alpha
HP1526901T2D_M7,alpha
HP1526901T2D_I16,alpha
