,CellType
6793,Excitatory neuron
6794,Excitatory neuron
6795,Excitatory neuron
6796,Excitatory neuron
6797,Excitatory neuron
6798,Excitatory neuron
6799,Excitatory neuron
6800,Excitatory neuron
6801,Excitatory neuron
6802,Excitatory neuron
6803,Excitatory neuron
6804,Excitatory neuron
6805,Excitatory neuron
6806,Excitatory neuron
6807,Excitatory neuron
6808,Excitatory neuron
6809,Excitatory neuron
6810,Excitatory neuron
6811,Excitatory neuron
6812,Excitatory neuron
6813,Excitatory neuron
6814,Excitatory neuron
6815,Excitatory neuron
6816,Excitatory neuron
6817,Excitatory neuron
6818,Excitatory neuron
6819,Excitatory neuron
6820,Excitatory neuron
6821,Excitatory neuron
6822,Excitatory neuron
6823,Excitatory neuron
6824,Excitatory neuron
6825,Excitatory neuron
6826,Excitatory neuron
6827,Excitatory neuron
6828,Excitatory neuron
6829,Excitatory neuron
6830,Excitatory neuron
6831,Excitatory neuron
6832,Excitatory neuron
6833,Excitatory neuron
6834,Excitatory neuron
6835,Excitatory neuron
6836,Excitatory neuron
6837,Excitatory neuron
6838,Excitatory neuron
6839,Excitatory neuron
6840,Excitatory neuron
6841,Excitatory neuron
6842,Excitatory neuron
6843,Excitatory neuron
6844,Excitatory neuron
6845,Excitatory neuron
6846,Inhibitory neuron
6847,Excitatory neuron
6848,Excitatory neuron
6849,Excitatory neuron
6850,Excitatory neuron
6851,Excitatory neuron
6852,Excitatory neuron
6853,Excitatory neuron
6854,Excitatory neuron
6855,Excitatory neuron
6856,Excitatory neuron
6857,Excitatory neuron
6858,Excitatory neuron
6859,Excitatory neuron
6860,Excitatory neuron
6861,Excitatory neuron
6862,Excitatory neuron
6863,Excitatory neuron
6864,Excitatory neuron
6865,Excitatory neuron
6866,Excitatory neuron
6867,Excitatory neuron
6868,Excitatory neuron
6869,Excitatory neuron
6870,Excitatory neuron
6871,Excitatory neuron
6872,Excitatory neuron
6873,Excitatory neuron
6874,Excitatory neuron
6875,Excitatory neuron
6876,Excitatory neuron
6877,Excitatory neuron
6878,Excitatory neuron
6879,Excitatory neuron
6880,Excitatory neuron
6881,Excitatory neuron
6882,Excitatory neuron
6883,Excitatory neuron
6884,Excitatory neuron
6885,Excitatory neuron
6886,Excitatory neuron
6887,Excitatory neuron
6888,Excitatory neuron
6889,Excitatory neuron
6890,Excitatory neuron
6891,Excitatory neuron
6892,Excitatory neuron
6893,Excitatory neuron
6894,Excitatory neuron
6895,Excitatory neuron
6896,Excitatory neuron
6897,Excitatory neuron
6898,Excitatory neuron
6899,Excitatory neuron
6900,Excitatory neuron
6901,Excitatory neuron
6902,Excitatory neuron
6903,Excitatory neuron
6904,Excitatory neuron
6905,Excitatory neuron
6906,Excitatory neuron
6907,Excitatory neuron
6908,Excitatory neuron
6909,Excitatory neuron
6910,Astrocyte
6911,Excitatory neuron
6912,Excitatory neuron
6913,Excitatory neuron
6914,Excitatory neuron
6915,Inhibitory neuron
6916,Excitatory neuron
6917,Excitatory neuron
6918,Excitatory neuron
6919,Excitatory neuron
6920,Excitatory neuron
6921,Excitatory neuron
6922,Excitatory neuron
6923,Excitatory neuron
6924,Excitatory neuron
6925,Excitatory neuron
6926,Excitatory neuron
6927,Excitatory neuron
6928,Excitatory neuron
6929,Excitatory neuron
6930,Oligodendrocyte
6931,Excitatory neuron
6932,Excitatory neuron
6933,Excitatory neuron
6934,Excitatory neuron
6935,Excitatory neuron
6936,Excitatory neuron
6937,Excitatory neuron
6938,Excitatory neuron
6939,Excitatory neuron
6940,Excitatory neuron
6941,Excitatory neuron
6942,Excitatory neuron
6943,Excitatory neuron
6944,Excitatory neuron
6945,Excitatory neuron
6946,Excitatory neuron
6947,Excitatory neuron
6948,Excitatory neuron
6949,Excitatory neuron
6950,Excitatory neuron
6951,Excitatory neuron
6952,Excitatory neuron
6953,Excitatory neuron
6954,Excitatory neuron
6955,Excitatory neuron
6956,Excitatory neuron
6957,Excitatory neuron
6958,Excitatory neuron
6959,Excitatory neuron
6960,Excitatory neuron
6961,Excitatory neuron
6962,Excitatory neuron
6963,Excitatory neuron
6964,Excitatory neuron
6965,Excitatory neuron
6966,Excitatory neuron
6967,Excitatory neuron
6968,Excitatory neuron
6969,Excitatory neuron
6970,Excitatory neuron
6971,Excitatory neuron
6972,Excitatory neuron
6973,Excitatory neuron
6974,Excitatory neuron
6975,Excitatory neuron
6976,Excitatory neuron
6977,Excitatory neuron
6978,Excitatory neuron
6979,Excitatory neuron
6980,Excitatory neuron
6981,Excitatory neuron
6982,Excitatory neuron
6983,Excitatory neuron
6984,Excitatory neuron
6985,Excitatory neuron
6986,Excitatory neuron
6987,Excitatory neuron
6988,Excitatory neuron
6989,Excitatory neuron
6990,Excitatory neuron
6991,Excitatory neuron
6992,Excitatory neuron
6993,Excitatory neuron
6994,Excitatory neuron
6995,Excitatory neuron
6996,Excitatory neuron
6997,Excitatory neuron
6998,Excitatory neuron
6999,Excitatory neuron
7000,Excitatory neuron
7001,Excitatory neuron
7002,Excitatory neuron
7003,Excitatory neuron
7004,Excitatory neuron
7005,Excitatory neuron
7006,Excitatory neuron
7007,Oligodendrocyte
7008,Excitatory neuron
7009,Excitatory neuron
7010,Excitatory neuron
7011,Excitatory neuron
7012,Excitatory neuron
7013,Excitatory neuron
7014,Excitatory neuron
7015,Excitatory neuron
7016,Excitatory neuron
7017,Excitatory neuron
7018,Excitatory neuron
7019,Excitatory neuron
7020,Excitatory neuron
7021,Excitatory neuron
7022,Excitatory neuron
7023,Excitatory neuron
7024,Excitatory neuron
7025,Excitatory neuron
7026,Excitatory neuron
7027,Excitatory neuron
7028,Excitatory neuron
7029,Excitatory neuron
7030,Excitatory neuron
7031,Excitatory neuron
7032,Excitatory neuron
7033,Excitatory neuron
7034,Excitatory neuron
7035,Excitatory neuron
7036,Excitatory neuron
7037,Excitatory neuron
7038,Excitatory neuron
7039,Excitatory neuron
7040,Excitatory neuron
7041,Excitatory neuron
7042,Excitatory neuron
7043,Excitatory neuron
7044,Excitatory neuron
7045,Excitatory neuron
7046,Excitatory neuron
7047,Excitatory neuron
7048,Excitatory neuron
7049,Excitatory neuron
7050,Excitatory neuron
7051,Excitatory neuron
7052,Excitatory neuron
7053,Excitatory neuron
7054,Excitatory neuron
7055,Excitatory neuron
7056,Excitatory neuron
7057,Excitatory neuron
7058,Inhibitory neuron
7059,Excitatory neuron
7060,Excitatory neuron
7061,Excitatory neuron
7062,Excitatory neuron
7063,Excitatory neuron
7064,Excitatory neuron
7065,Excitatory neuron
7066,Excitatory neuron
7067,Excitatory neuron
7068,Excitatory neuron
7069,Excitatory neuron
7070,Excitatory neuron
7071,Excitatory neuron
7072,Excitatory neuron
7073,Excitatory neuron
7074,Excitatory neuron
7075,Excitatory neuron
7076,Excitatory neuron
7077,Excitatory neuron
7078,Excitatory neuron
7079,Excitatory neuron
7080,Excitatory neuron
7081,Excitatory neuron
7082,Excitatory neuron
7083,Excitatory neuron
7084,Excitatory neuron
7085,Excitatory neuron
7086,Excitatory neuron
7087,Excitatory neuron
7088,Excitatory neuron
7089,Excitatory neuron
7090,Excitatory neuron
7091,Excitatory neuron
7092,Excitatory neuron
7093,Excitatory neuron
7094,Excitatory neuron
7095,Excitatory neuron
7096,Excitatory neuron
7097,Astrocyte
7098,Excitatory neuron
7099,Excitatory neuron
7100,Excitatory neuron
7101,Excitatory neuron
7102,Excitatory neuron
7103,Excitatory neuron
7104,Excitatory neuron
7105,Excitatory neuron
7106,Excitatory neuron
7107,Excitatory neuron
7108,Excitatory neuron
7109,Excitatory neuron
7110,Excitatory neuron
7111,Excitatory neuron
7112,Excitatory neuron
7113,Excitatory neuron
7114,Excitatory neuron
7115,Excitatory neuron
7116,Excitatory neuron
7117,Excitatory neuron
7118,Excitatory neuron
7119,Excitatory neuron
7120,Excitatory neuron
7121,Excitatory neuron
7122,Excitatory neuron
7123,Excitatory neuron
7124,Excitatory neuron
7125,Excitatory neuron
7126,Excitatory neuron
7127,Excitatory neuron
7128,Excitatory neuron
7129,Excitatory neuron
7130,Excitatory neuron
7131,Excitatory neuron
7132,Excitatory neuron
7133,Excitatory neuron
7134,Excitatory neuron
7135,Excitatory neuron
7136,Excitatory neuron
7137,Excitatory neuron
7138,Excitatory neuron
7139,Excitatory neuron
7140,Excitatory neuron
7141,Excitatory neuron
7142,Excitatory neuron
7143,Excitatory neuron
7144,Excitatory neuron
7145,Excitatory neuron
7146,Excitatory neuron
7147,Excitatory neuron
7148,Excitatory neuron
7149,Excitatory neuron
7150,Excitatory neuron
7151,Excitatory neuron
7152,Excitatory neuron
7153,Excitatory neuron
7154,Excitatory neuron
7155,Excitatory neuron
7156,Excitatory neuron
7157,Excitatory neuron
7158,Excitatory neuron
7159,Excitatory neuron
7160,Excitatory neuron
7161,Excitatory neuron
7162,Excitatory neuron
7163,Excitatory neuron
7164,Excitatory neuron
7165,Excitatory neuron
7166,Excitatory neuron
7167,Excitatory neuron
7168,Excitatory neuron
7169,Excitatory neuron
7170,Excitatory neuron
7171,Excitatory neuron
7172,Excitatory neuron
7173,Excitatory neuron
7174,Excitatory neuron
7175,Excitatory neuron
7176,Excitatory neuron
7177,Excitatory neuron
7178,Excitatory neuron
7179,Excitatory neuron
7180,Excitatory neuron
7181,Excitatory neuron
7182,Excitatory neuron
7183,Excitatory neuron
7184,Excitatory neuron
7185,Excitatory neuron
7186,Excitatory neuron
7187,Excitatory neuron
7188,Excitatory neuron
7189,Excitatory neuron
7190,Excitatory neuron
7191,Excitatory neuron
7192,Excitatory neuron
7193,Excitatory neuron
7194,Excitatory neuron
7195,Excitatory neuron
7196,Excitatory neuron
7197,Excitatory neuron
7198,Excitatory neuron
7199,Excitatory neuron
7200,Excitatory neuron
7201,Excitatory neuron
7202,Excitatory neuron
7203,Excitatory neuron
7204,Excitatory neuron
7205,Excitatory neuron
7206,Astrocyte
7207,Excitatory neuron
7208,Excitatory neuron
7209,Excitatory neuron
7210,Excitatory neuron
7211,Excitatory neuron
7212,Excitatory neuron
7213,Excitatory neuron
7214,Excitatory neuron
7215,Excitatory neuron
7216,Excitatory neuron
7217,Excitatory neuron
7218,Excitatory neuron
7219,Excitatory neuron
7220,Excitatory neuron
7221,Excitatory neuron
7222,Excitatory neuron
7223,Excitatory neuron
7224,Excitatory neuron
7225,Excitatory neuron
7226,Excitatory neuron
7227,Excitatory neuron
7228,Excitatory neuron
7229,Excitatory neuron
7230,Excitatory neuron
7231,Excitatory neuron
7232,Excitatory neuron
7233,Excitatory neuron
7234,Excitatory neuron
7235,Excitatory neuron
7236,Excitatory neuron
7237,Excitatory neuron
7238,Excitatory neuron
7239,Excitatory neuron
7240,Excitatory neuron
7241,Excitatory neuron
7242,Excitatory neuron
7243,Excitatory neuron
7244,Oligodendrocyte
7245,Excitatory neuron
7246,Excitatory neuron
7247,Excitatory neuron
7248,Excitatory neuron
7249,Excitatory neuron
7250,Excitatory neuron
7251,Excitatory neuron
7252,Excitatory neuron
7253,Excitatory neuron
7254,Excitatory neuron
7255,Excitatory neuron
7256,Excitatory neuron
7257,Excitatory neuron
7258,Excitatory neuron
7259,Excitatory neuron
7260,Excitatory neuron
7261,Excitatory neuron
7262,Excitatory neuron
7263,Excitatory neuron
7264,Excitatory neuron
7265,Excitatory neuron
7266,Excitatory neuron
7267,Excitatory neuron
7268,Excitatory neuron
7269,Excitatory neuron
7270,Excitatory neuron
7271,Excitatory neuron
7272,Excitatory neuron
7273,Excitatory neuron
7274,Excitatory neuron
7275,Excitatory neuron
7276,Excitatory neuron
7277,Excitatory neuron
7278,Excitatory neuron
7279,Astrocyte
7280,Excitatory neuron
7281,Excitatory neuron
7282,Excitatory neuron
7283,Excitatory neuron
7284,Excitatory neuron
7285,Excitatory neuron
7286,Excitatory neuron
7287,Excitatory neuron
7288,Excitatory neuron
7289,Excitatory neuron
7290,Excitatory neuron
7291,Excitatory neuron
7292,Excitatory neuron
7293,Excitatory neuron
7294,Excitatory neuron
7295,Excitatory neuron
7296,Excitatory neuron
7297,Excitatory neuron
7298,Excitatory neuron
7299,OPC
7300,OPC
7301,OPC
7302,OPC
7303,OPC
7304,OPC
7305,OPC
7306,OPC
7307,OPC
7308,OPC
7309,OPC
7310,OPC
7311,OPC
7312,OPC
7313,OPC
7314,OPC
7315,OPC
7316,OPC
7317,OPC
7318,OPC
7319,OPC
7320,OPC
7321,OPC
7322,OPC
7323,OPC
7324,OPC
7325,OPC
7326,OPC
7327,OPC
7328,OPC
7329,OPC
7330,OPC
7331,OPC
7332,OPC
7333,OPC
7334,OPC
7335,OPC
7336,OPC
7337,OPC
7338,OPC
7339,OPC
7340,OPC
7341,OPC
7342,OPC
7343,OPC
7344,OPC
7345,Oligodendrocyte
7346,OPC
7347,OPC
7348,OPC
7349,OPC
7350,OPC
7351,OPC
7352,OPC
7353,OPC
7354,OPC
7355,OPC
7356,Microglia
7357,OPC
7358,OPC
7359,OPC
7360,OPC
7361,OPC
7362,OPC
7363,OPC
7364,OPC
7365,OPC
7366,OPC
7367,OPC
7368,OPC
7369,OPC
7370,OPC
7371,OPC
7372,OPC
7373,OPC
7374,OPC
7375,OPC
7376,OPC
7377,OPC
7378,OPC
7379,OPC
7380,OPC
7381,OPC
7382,OPC
7383,OPC
7384,OPC
7385,Inhibitory neuron
7386,OPC
7387,OPC
7388,OPC
7389,OPC
7390,OPC
7391,OPC
7392,OPC
7393,OPC
7394,OPC
7395,OPC
7396,OPC
7397,OPC
7398,OPC
7399,OPC
7400,OPC
7401,OPC
7402,OPC
7403,OPC
7404,OPC
7405,OPC
7406,OPC
7407,OPC
7408,OPC
7409,OPC
7410,OPC
7411,OPC
7412,OPC
7413,OPC
7414,OPC
7415,OPC
7416,OPC
7417,OPC
7418,Inhibitory neuron
7419,Inhibitory neuron
7420,Inhibitory neuron
7421,Inhibitory neuron
7422,Inhibitory neuron
7423,Inhibitory neuron
7424,Inhibitory neuron
7425,Inhibitory neuron
7426,Inhibitory neuron
7427,Inhibitory neuron
7428,Inhibitory neuron
7429,Inhibitory neuron
7430,Inhibitory neuron
7431,Inhibitory neuron
7432,Inhibitory neuron
7433,Inhibitory neuron
7434,Inhibitory neuron
7435,Inhibitory neuron
7436,Inhibitory neuron
7437,Inhibitory neuron
7438,Inhibitory neuron
7439,Inhibitory neuron
7440,Inhibitory neuron
7441,Inhibitory neuron
7442,Inhibitory neuron
7443,Inhibitory neuron
7444,Inhibitory neuron
7445,Inhibitory neuron
7446,Excitatory neuron
7447,Inhibitory neuron
7448,Inhibitory neuron
7449,Inhibitory neuron
7450,Inhibitory neuron
7451,Inhibitory neuron
7452,Inhibitory neuron
7453,Inhibitory neuron
7454,Inhibitory neuron
7455,Inhibitory neuron
7456,Inhibitory neuron
7457,Inhibitory neuron
7458,Inhibitory neuron
7459,Inhibitory neuron
7460,Inhibitory neuron
7461,Inhibitory neuron
7462,Inhibitory neuron
7463,Inhibitory neuron
7464,Inhibitory neuron
7465,Inhibitory neuron
7466,Inhibitory neuron
7467,Inhibitory neuron
7468,Inhibitory neuron
7469,Inhibitory neuron
7470,Inhibitory neuron
7471,Inhibitory neuron
7472,Inhibitory neuron
7473,Inhibitory neuron
7474,Inhibitory neuron
7475,Inhibitory neuron
7476,Inhibitory neuron
7477,Inhibitory neuron
7478,Inhibitory neuron
7479,Inhibitory neuron
7480,Inhibitory neuron
7481,Inhibitory neuron
7482,Inhibitory neuron
7483,Inhibitory neuron
7484,Inhibitory neuron
7485,Inhibitory neuron
7486,Inhibitory neuron
7487,Inhibitory neuron
7488,Inhibitory neuron
7489,Inhibitory neuron
7490,Inhibitory neuron
7491,Inhibitory neuron
7492,Inhibitory neuron
7493,Inhibitory neuron
7494,Inhibitory neuron
7495,Inhibitory neuron
7496,Inhibitory neuron
7497,Inhibitory neuron
7498,Inhibitory neuron
7499,Inhibitory neuron
7500,Inhibitory neuron
7501,Inhibitory neuron
7502,Inhibitory neuron
7503,Inhibitory neuron
7504,Inhibitory neuron
7505,Inhibitory neuron
7506,Inhibitory neuron
7507,Inhibitory neuron
7508,Inhibitory neuron
7509,Inhibitory neuron
7510,Inhibitory neuron
7511,Inhibitory neuron
7512,Inhibitory neuron
7513,Inhibitory neuron
7514,Inhibitory neuron
7515,Inhibitory neuron
7516,Inhibitory neuron
7517,Inhibitory neuron
7518,Inhibitory neuron
7519,Inhibitory neuron
7520,Inhibitory neuron
7521,Inhibitory neuron
7522,Inhibitory neuron
7523,Inhibitory neuron
7524,Inhibitory neuron
7525,Inhibitory neuron
7526,Inhibitory neuron
7527,Inhibitory neuron
7528,Inhibitory neuron
7529,Inhibitory neuron
7530,Inhibitory neuron
7531,Inhibitory neuron
7532,Inhibitory neuron
7533,Inhibitory neuron
7534,Inhibitory neuron
7535,Inhibitory neuron
7536,Oligodendrocyte
7537,Inhibitory neuron
7538,Inhibitory neuron
7539,Inhibitory neuron
7540,Inhibitory neuron
7541,Inhibitory neuron
7542,Inhibitory neuron
7543,Inhibitory neuron
7544,Inhibitory neuron
7545,Inhibitory neuron
7546,Inhibitory neuron
7547,Inhibitory neuron
7548,Inhibitory neuron
7549,Inhibitory neuron
7550,Inhibitory neuron
7551,Inhibitory neuron
7552,Inhibitory neuron
7553,Inhibitory neuron
7554,OPC
7555,Oligodendrocyte
7556,OPC
7557,OPC
7558,OPC
7559,Oligodendrocyte
7560,Oligodendrocyte
7561,OPC
7562,OPC
7563,OPC
7564,OPC
7565,OPC
7566,OPC
7567,OPC
7568,OPC
7569,OPC
7570,OPC
7571,OPC
7572,OPC
7573,OPC
7574,OPC
7575,OPC
7576,OPC
7577,OPC
7578,OPC
7579,OPC
7580,OPC
7581,OPC
7582,OPC
7583,Oligodendrocyte
7584,Oligodendrocyte
7585,Oligodendrocyte
7586,Oligodendrocyte
7587,Oligodendrocyte
7588,Oligodendrocyte
7589,OPC
7590,OPC
7591,OPC
7592,OPC
7593,OPC
7594,OPC
7595,OPC
7596,OPC
7597,Oligodendrocyte
7598,OPC
7599,OPC
7600,Excitatory neuron
7601,Excitatory neuron
7602,Excitatory neuron
7603,Excitatory neuron
7604,Excitatory neuron
7605,Excitatory neuron
7606,Excitatory neuron
7607,Excitatory neuron
7608,Excitatory neuron
7609,Excitatory neuron
7610,Excitatory neuron
7611,Excitatory neuron
7612,Excitatory neuron
7613,Excitatory neuron
7614,Excitatory neuron
7615,Excitatory neuron
7616,Excitatory neuron
7617,Excitatory neuron
7618,Excitatory neuron
7619,Excitatory neuron
7620,Excitatory neuron
7621,Excitatory neuron
7622,Excitatory neuron
7623,Excitatory neuron
7624,Excitatory neuron
7625,Excitatory neuron
7626,Excitatory neuron
7627,Excitatory neuron
7628,Excitatory neuron
7629,Excitatory neuron
7630,Excitatory neuron
7631,Excitatory neuron
7632,Excitatory neuron
7633,Excitatory neuron
7634,Excitatory neuron
7635,Excitatory neuron
7636,Excitatory neuron
7637,Excitatory neuron
7638,Excitatory neuron
7639,Excitatory neuron
7640,Excitatory neuron
7641,Excitatory neuron
7642,Excitatory neuron
7643,Excitatory neuron
7644,Excitatory neuron
7645,Excitatory neuron
7646,Excitatory neuron
7647,Excitatory neuron
7648,Excitatory neuron
7649,Microglia
7650,Excitatory neuron
7651,Excitatory neuron
7652,Excitatory neuron
7653,Excitatory neuron
7654,Excitatory neuron
7655,Excitatory neuron
7656,Excitatory neuron
7657,Excitatory neuron
7658,Excitatory neuron
7659,Excitatory neuron
7660,Excitatory neuron
7661,Excitatory neuron
7662,Excitatory neuron
7663,Excitatory neuron
7664,Astrocyte
7665,Excitatory neuron
7666,Excitatory neuron
7667,Excitatory neuron
7668,Excitatory neuron
7669,Excitatory neuron
7670,Excitatory neuron
7671,Astrocyte
7672,Excitatory neuron
7673,Excitatory neuron
7674,Excitatory neuron
7675,Excitatory neuron
7676,Excitatory neuron
7677,Excitatory neuron
7678,Excitatory neuron
7679,Excitatory neuron
7680,Excitatory neuron
7681,Excitatory neuron
7682,Excitatory neuron
7683,Excitatory neuron
7684,Excitatory neuron
7685,Excitatory neuron
7686,Excitatory neuron
7687,Excitatory neuron
7688,Excitatory neuron
7689,Excitatory neuron
7690,Excitatory neuron
7691,Excitatory neuron
7692,Excitatory neuron
7693,Excitatory neuron
7694,Excitatory neuron
7695,Excitatory neuron
7696,Excitatory neuron
7697,Excitatory neuron
7698,Excitatory neuron
7699,Excitatory neuron
7700,Excitatory neuron
7701,Excitatory neuron
7702,Excitatory neuron
7703,Excitatory neuron
7704,Excitatory neuron
7705,Excitatory neuron
7706,Excitatory neuron
7707,Excitatory neuron
7708,Excitatory neuron
7709,Excitatory neuron
7710,Excitatory neuron
7711,Excitatory neuron
7712,Excitatory neuron
7713,Excitatory neuron
7714,Excitatory neuron
7715,Excitatory neuron
7716,Excitatory neuron
7717,Excitatory neuron
7718,Excitatory neuron
7719,Excitatory neuron
7720,Excitatory neuron
7721,Excitatory neuron
7722,Excitatory neuron
7723,Excitatory neuron
7724,Excitatory neuron
7725,Excitatory neuron
7726,Excitatory neuron
7727,Excitatory neuron
7728,Excitatory neuron
7729,Excitatory neuron
7730,Excitatory neuron
7731,Excitatory neuron
7732,Excitatory neuron
7733,Excitatory neuron
7734,Excitatory neuron
7735,Excitatory neuron
7736,Excitatory neuron
7737,Excitatory neuron
7738,Excitatory neuron
7739,Excitatory neuron
7740,Excitatory neuron
7741,Excitatory neuron
7742,Excitatory neuron
7743,Excitatory neuron
7744,Excitatory neuron
7745,Excitatory neuron
7746,Excitatory neuron
7747,Excitatory neuron
7748,Excitatory neuron
7749,Excitatory neuron
7750,Excitatory neuron
7751,Excitatory neuron
7752,Excitatory neuron
7753,Excitatory neuron
7754,Excitatory neuron
7755,Excitatory neuron
7756,Excitatory neuron
7757,Excitatory neuron
7758,Excitatory neuron
7759,Excitatory neuron
7760,Excitatory neuron
7761,Excitatory neuron
7762,Excitatory neuron
7763,Excitatory neuron
7764,Excitatory neuron
7765,Excitatory neuron
7766,Excitatory neuron
7767,Excitatory neuron
7768,Excitatory neuron
7769,Excitatory neuron
7770,Excitatory neuron
7771,Excitatory neuron
7772,Excitatory neuron
7773,Excitatory neuron
7774,Excitatory neuron
7775,Excitatory neuron
7776,Excitatory neuron
7777,Excitatory neuron
7778,Excitatory neuron
7779,Excitatory neuron
7780,Excitatory neuron
7781,Excitatory neuron
7782,Excitatory neuron
7783,Excitatory neuron
7784,Excitatory neuron
7785,Excitatory neuron
7786,Excitatory neuron
7787,Excitatory neuron
7788,Excitatory neuron
7789,Excitatory neuron
7790,Excitatory neuron
7791,Excitatory neuron
7792,Excitatory neuron
7793,Excitatory neuron
7794,Excitatory neuron
7795,Excitatory neuron
7796,Excitatory neuron
7797,Excitatory neuron
7798,Excitatory neuron
7799,Excitatory neuron
7800,Excitatory neuron
7801,Excitatory neuron
7802,Excitatory neuron
7803,Excitatory neuron
7804,Inhibitory neuron
7805,Excitatory neuron
7806,Excitatory neuron
7807,Excitatory neuron
7808,Excitatory neuron
7809,Excitatory neuron
7810,Excitatory neuron
7811,Excitatory neuron
7812,Astrocyte
7813,Excitatory neuron
7814,Excitatory neuron
7815,Excitatory neuron
7816,Excitatory neuron
7817,Excitatory neuron
7818,Excitatory neuron
7819,Excitatory neuron
7820,Excitatory neuron
7821,Excitatory neuron
7822,Excitatory neuron
7823,Excitatory neuron
7824,Excitatory neuron
7825,Excitatory neuron
7826,Excitatory neuron
7827,Excitatory neuron
7828,Excitatory neuron
7829,Excitatory neuron
7830,Excitatory neuron
7831,Excitatory neuron
7832,Excitatory neuron
7833,Excitatory neuron
7834,Excitatory neuron
7835,Excitatory neuron
7836,Excitatory neuron
7837,Excitatory neuron
7838,Excitatory neuron
7839,Excitatory neuron
7840,Excitatory neuron
7841,Excitatory neuron
7842,Excitatory neuron
7843,Excitatory neuron
7844,Excitatory neuron
7845,Excitatory neuron
7846,Excitatory neuron
7847,Excitatory neuron
7848,Excitatory neuron
7849,Excitatory neuron
7850,Excitatory neuron
7851,Excitatory neuron
7852,Excitatory neuron
7853,Excitatory neuron
7854,Excitatory neuron
7855,Excitatory neuron
7856,Excitatory neuron
7857,Excitatory neuron
7858,Astrocyte
7859,Excitatory neuron
7860,Excitatory neuron
7861,Excitatory neuron
7862,Excitatory neuron
7863,Excitatory neuron
7864,Excitatory neuron
7865,Excitatory neuron
7866,Excitatory neuron
7867,Excitatory neuron
7868,Excitatory neuron
7869,Excitatory neuron
7870,Excitatory neuron
7871,Excitatory neuron
7872,Excitatory neuron
7873,Excitatory neuron
7874,Excitatory neuron
7875,Excitatory neuron
7876,Excitatory neuron
7877,Excitatory neuron
7878,Excitatory neuron
7879,Excitatory neuron
7880,Excitatory neuron
7881,Excitatory neuron
7882,Excitatory neuron
7883,Excitatory neuron
7884,Excitatory neuron
7885,Excitatory neuron
7886,Excitatory neuron
7887,Excitatory neuron
7888,Excitatory neuron
7889,Excitatory neuron
7890,Excitatory neuron
7891,Excitatory neuron
7892,Excitatory neuron
7893,Excitatory neuron
7894,Excitatory neuron
7895,Excitatory neuron
7896,Excitatory neuron
7897,Excitatory neuron
7898,Excitatory neuron
7899,Excitatory neuron
7900,Excitatory neuron
7901,Excitatory neuron
7902,Excitatory neuron
7903,Excitatory neuron
7904,Excitatory neuron
7905,Excitatory neuron
7906,Excitatory neuron
7907,Excitatory neuron
7908,Oligodendrocyte
7909,Oligodendrocyte
7910,Oligodendrocyte
7912,Oligodendrocyte
7913,Oligodendrocyte
7914,Oligodendrocyte
7916,Oligodendrocyte
7917,Oligodendrocyte
7918,Oligodendrocyte
7919,Oligodendrocyte
7920,Oligodendrocyte
7921,Oligodendrocyte
7922,Oligodendrocyte
7923,Oligodendrocyte
7924,Oligodendrocyte
7925,Oligodendrocyte
7926,Oligodendrocyte
7927,Oligodendrocyte
7928,Oligodendrocyte
7929,Oligodendrocyte
7930,Oligodendrocyte
7931,Oligodendrocyte
7932,Oligodendrocyte
7933,Oligodendrocyte
7934,Oligodendrocyte
7935,Oligodendrocyte
7936,Oligodendrocyte
7937,Oligodendrocyte
7938,Oligodendrocyte
7939,Oligodendrocyte
7940,Oligodendrocyte
7941,Oligodendrocyte
7942,Oligodendrocyte
7943,Oligodendrocyte
7944,Oligodendrocyte
7945,Oligodendrocyte
7946,Oligodendrocyte
7947,Oligodendrocyte
7948,Oligodendrocyte
7949,Oligodendrocyte
7950,Oligodendrocyte
7951,Oligodendrocyte
7952,Oligodendrocyte
7953,Oligodendrocyte
7954,Oligodendrocyte
7955,Oligodendrocyte
7956,Oligodendrocyte
7957,Oligodendrocyte
7958,Oligodendrocyte
7959,Oligodendrocyte
7960,Oligodendrocyte
7961,Oligodendrocyte
7962,Oligodendrocyte
7963,Oligodendrocyte
7964,Oligodendrocyte
7965,Oligodendrocyte
7966,Oligodendrocyte
7967,Oligodendrocyte
7968,Oligodendrocyte
7969,Oligodendrocyte
7970,Oligodendrocyte
7971,Oligodendrocyte
7972,Oligodendrocyte
7973,Oligodendrocyte
7974,Oligodendrocyte
7975,Oligodendrocyte
7976,Oligodendrocyte
7977,Oligodendrocyte
7978,Oligodendrocyte
7979,Oligodendrocyte
7980,Oligodendrocyte
7981,Oligodendrocyte
7982,Oligodendrocyte
7983,Oligodendrocyte
7984,Oligodendrocyte
7985,Oligodendrocyte
7986,Oligodendrocyte
7987,Oligodendrocyte
7988,Oligodendrocyte
7989,Oligodendrocyte
7990,Oligodendrocyte
7991,Oligodendrocyte
7992,Oligodendrocyte
7993,Oligodendrocyte
7994,Oligodendrocyte
7995,Oligodendrocyte
7996,Oligodendrocyte
7997,Oligodendrocyte
7998,Oligodendrocyte
7999,Oligodendrocyte
8000,Oligodendrocyte
8001,Oligodendrocyte
8002,Oligodendrocyte
8003,Oligodendrocyte
8004,Oligodendrocyte
