,leiden_labels,desc_labels,ctec_db_labels
D31-6_77,2,4,8
D31-6_83,3,1,12
D31-6_88,2,4,8
D31-6_89,2,4,8
D31-6_90,11,1,12
D31-6_91,2,4,8
D31-6_94,3,1,12
D31-7_2,3,4,8
D31-7_6,6,1,12
D31-7_8,2,1,12
D31-7_12,6,1,12
D31-7_14,2,1,12
D31-7_17,2,4,8
D31-7_19,2,4,8
D31-7_25,2,4,8
D31-7_28,2,4,8
D31-7_30,3,1,12
D31-7_33,2,1,12
D31-7_35,2,4,8
D31-7_36,6,1,12
D31-7_37,3,1,12
D31-7_41,2,1,12
D31-7_44,2,4,8
D31-7_49,2,4,8
D31-7_50,2,4,8
D31-7_51,2,4,8
D31-7_54,2,4,8
D31-7_61,2,4,8
D31-7_62,6,3,12
D31-7_64,3,4,8
D31-7_65,6,3,12
D31-7_71,2,4,8
D31-7_75,2,4,8
D31-7_80,9,4,8
D31-7_90,2,4,8
D31-7_93,6,4,8
D31-8_2,2,4,8
D31-8_5,6,4,8
D31-8_6,6,1,12
D31-8_9,3,1,12
D31-8_12,2,4,8
D31-8_14,2,4,8
D31-8_24,6,1,12
D31-8_33,2,4,8
D31-8_38,2,1,12
D31-8_44,3,1,12
D31-8_46,2,4,8
D31-8_52,2,4,8
D31-8_57,3,3,12
D31-8_61,3,4,8
D31-8_62,6,4,8
D31-8_65,6,4,8
D31-8_82,2,4,8
D31-8_86,2,4,8
D31-8_93,6,1,12
10th_C16_S105,11,3,12
10th_C28_S91,11,3,12
10th_C30_S107,11,3,12
10th_C31_S48,11,1,12
10th_C34_S92,11,3,12
10th_C41_S101,11,1,12
10th_C43_S50,6,1,12
10th_C45_S66,11,3,12
10th_C50_S73,11,1,12
10th_C52_S110,11,1,12
10th_C53_S118,11,3,12
10th_C57_S81,11,1,12
10th_C5_S95,11,1,12
10th_C74_S76,11,4,8
10th_C90_S116,11,1,12
10th_C95_S123,11,1,12
10th_C96_S117,6,3,12
11th-C12_S47,11,3,12
11th-C36_S67,11,1,12
11th-C37_S6,6,1,12
11th-C57_S40,11,1,12
11th-C5_S54,11,3,12
11th-C61_S25,11,3,12
11th-C62_S33,11,3,12
11th-C67_S26,11,1,12
11th-C93_S30,11,3,12
12th-C11_S147,11,3,12
12th-C1_S195,11,4,8
12th-C20_S191,11,7,15
12th-C23_S149,11,1,12
12th-C28_S142,11,1,12
12th-C29_S150,11,1,12
12th-C37_S187,11,3,12
12th-C39_S201,11,1,12
12th-C50_S210,11,1,12
12th-C57_S218,11,3,12
12th-C58_S162,11,1,12
12th-C63_S219,11,1,12
12th-C71_S171,11,1,12
12th-C75_S206,11,1,12
12th-C80_S215,11,3,12
12th-C81_S207,11,3,12
12th-C95_S174,11,1,12
13th_C13_S149,11,1,12
13th_C18_S179,11,3,12
13th_C1_S147,11,1,12
13th_C20_S142,11,1,12
13th_C29_S188,11,1,12
13th_C31_S137,11,3,12
13th_C3_S132,11,3,12
13th_C4_S191,11,1,12
13th_C53_S205,11,3,12
13th_C54_S212,11,3,12
13th_C55_S156,11,3,12
13th_C60_S213,11,3,12
13th_C6_S177,11,1,12
13th_C76_S216,11,3,12
13th_C77_S209,11,1,12
13th_C79_S174,11,1,12
13th_C86_S168,11,3,12
13th_C88_S218,11,3,12
13th_C92_S169,11,3,12
13th_C93_S162,11,1,12
1st-C15_S3,11,1,12
1st-C18_S51,11,3,12
1st-C19_S20,11,3,12
1st-C20_S12,11,3,12
1st-C21_S4,11,3,12
1st-C50_S33,11,4,8
1st-C51_S41,11,3,12
1st-C53_S74,11,3,12
1st-C56_S34,11,3,12
1st-C57_S42,11,1,12
1st-C59_S77,11,3,12
1st-C62_S35,11,1,12
1st-C68_S36,11,3,12
1st-C71_S83,11,3,12
1st-C73_S45,11,3,12
1st-C74_S37,11,3,12
1st-C75_S29,11,8,2
1st-C78_S85,11,1,12
1st-C80_S38,11,1,12
1st-C8_S10,11,1,12
2nd-C11_S20,11,1,12
2nd-C16_S33,11,3,12
2nd-C1_S3,11,3,12
2nd-C26_S50,11,1,12
2nd-C28_S55,11,1,12
2nd-C29_S56,11,3,12
2nd-C31_S61,11,1,12
2nd-C36_S69,11,3,12
2nd-C39_S75,11,3,12
2nd-C3_S1,11,3,12
2nd-C47_S92,11,3,12
2nd-C4_S9,11,3,12
2nd-C57_S18,11,1,12
2nd-C58_S22,11,3,12
2nd-C67_S40,11,1,12
2nd-C69_S42,11,3,12
2nd-C6_S7,11,3,12
2nd-C74_S53,11,3,12
2nd-C75_S52,11,1,12
2nd-C77_S59,11,1,12
2nd-C80_S65,11,1,12
2nd-C83_S71,11,3,12
2nd-C8_S14,11,3,12
2nd-C94_S96,11,3,12
3rd-C12_S68,11,4,8
3rd-C18_S80,11,3,12
3rd-C21_S11,11,3,12
3rd-C23_S94,11,3,12
3rd-C26_S28,11,1,12
3rd-C27_S49,11,1,12
3rd-C32_S31,11,3,12
3rd-C3_S2,11,1,12
3rd-C46_S93,11,3,12
3rd-C49_S60,11,1,12
3rd-C52_S86,11,1,12
3rd-C57_S5,11,3,12
3rd-C61_S64,11,3,12
3rd-C63_S54,11,1,12
3rd-C67_S69,11,3,12
3rd-C69_S78,11,1,12
3rd-C76_S22,11,3,12
3rd-C79_S67,11,3,12
3rd-C7_S40,11,1,12
3rd-C85_S79,11,1,12
3rd-C85_S83,11,1,12
3rd-C91_S91,11,1,12
3rd-C95_S81,11,1,12
3rd-C9_S5,11,3,12
4th-C12_S19,11,3,12
4th-C18_S31,11,3,12
4th-C22_S45,11,1,12
4th-C23_S44,11,1,12
4th-C29_S56,11,3,12
4th-C33_S63,11,3,12
4th-C35_S68,6,1,12
4th-C36_S69,11,8,2
4th-C37_S73,11,1,12
4th-C40_S79,11,3,12
4th-C43_S85,11,4,8
4th-C4_S9,11,3,12
4th-C50_S5,11,1,12
4th-C51_S6,6,1,12
4th-C56_S17,11,1,12
4th-C57_S18,11,0,1
4th-C59_S23,11,1,12
4th-C62_S29,11,1,12
4th-C63_S30,11,3,12
4th-C64_S34,11,4,8
4th-C66_S36,11,1,12
4th-C68_S41,11,1,12
4th-C69_S42,11,3,12
4th-C73_S54,3,3,12
4th-C75_S52,11,1,12
4th-C79_S66,11,3,12
4th-C80_S65,11,3,12
4th-C82_S72,11,1,12
4th-C83_S71,11,3,12
4th-C86_S77,11,1,12
4th-C88_S84,11,1,12
4th-C92_S89,11,1,12
4th-C94_S96,19,15,7
4th-C96_S94,11,3,12
4th-C9_S13,11,3,12
5th-C21_S102,11,3,12
5th-C34_S108,11,3,12
5th-C59_S94,11,3,12
5th-C66_S101,11,3,12
5th-C68_S106,11,3,12
5th-C69_S107,11,3,12
5th-C6_S84,11,1,12
5th-C70_S103,11,3,12
5th-C74_S110,11,3,12
5th-C77_S107,11,3,12
5th-C7_S93,11,8,2
5th-C87_S119,11,3,12
5th-C92_S124,11,3,12
6th-C21_S33,11,3,12
6th-C34_S61,11,1,12
6th-C45_S81,11,1,12
6th-C53_S10,11,3,12
6th-C5_S8,11,3,12
6th-C65_S31,11,1,12
6th-C83_S65,11,3,12
6th-C87_S70,11,3,12
6th-C9_S12,11,1,12
7th-C11_S18,11,4,8
7th-C14_S24,11,1,12
7th-C32_S54,3,1,12
7th-C34_S59,11,3,12
7th-C36_S61,11,1,12
7th-C49_S4,11,1,12
7th-C58_S20,11,4,8
7th-C69_S39,11,3,12
7th-C79_S58,11,1,12
7th-C85_S69,11,3,12
8th-C11_S99,11,3,12
8th-C20_S116,11,3,12
8th-C21_S115,11,1,12
8th-C23_S121,11,1,12
8th-C26_S126,11,1,12
8th-C28_S131,11,3,12
8th-C34_S141,11,1,12
8th-C37_S146,11,1,12
8th-C55_S96,11,3,12
8th-C57_S98,11,1,12
8th-C58_S101,11,1,12
8th-C59_S102,11,3,12
8th-C64_S112,11,1,12
8th-C74_S129,11,3,12
8th-C79_S140,11,3,12
8th-C7_S95,11,3,12
8th-C85_S150,11,1,12
8th-C90_S152,11,3,12
8th-C94_S162,11,1,12
8th-C95_S161,11,1,12
9th-C15_S22,11,1,12
9th-C17_S29,11,3,12
9th-C19_S36,11,1,12
9th-C20_S35,11,1,12
9th-C29_S51,11,3,12
9th-C30_S52,11,3,12
9th-C40_S69,11,1,12
9th-C49_S4,11,4,8
9th-C52_S10,11,3,12
9th-C62_S26,11,3,12
9th-C64_S31,11,3,12
9th-C67_S37,11,3,12
9th-C74_S48,11,1,12
9th-C75_S47,11,1,12
9th-C77_S53,11,1,12
9th-C80_S56,11,1,12
9th-C83_S61,11,1,12
9th-C85_S68,11,1,12
9th-C87_S66,11,3,12
9th-C92_S77,11,1,12
9th-C9_S13,11,3,12
AZ_B9,6,1,12
AZ_A6,3,1,12
AZ_C1,6,1,12
AZ_A11,3,1,12
AZ_C2,6,4,8
AZ_B11,6,8,2
AZ_B12,6,1,12
AZ_B2,6,1,12
AZ_B3,6,4,8
AZ_B5,6,3,12
AZ_E12,3,1,12
AZ_D3,3,3,12
AZ_E4,3,3,12
AZ_G4,6,3,12
AZ_G3,6,3,12
AZ_D9,6,1,12
AZ_E2,6,1,12
AZ_C8,6,4,8
AZ_E5,6,3,12
AZ_F4,6,3,12
AZ_C5,3,1,12
AZ_D7,6,1,12
AZ_D4,6,1,12
AZ_E8,6,1,12
AZ_F8,6,1,12
AZ_G1,6,1,12
AZ_E9,3,1,12
AZ_H9,6,1,12
HP1502401_J14,3,3,12
HP1502401_C14,3,1,12
HP1502401_M14,3,4,8
HP1502401_L13,3,4,8
HP1502401_H14,3,1,12
HP1502401_L21,3,1,12
HP1502401_K22,3,1,12
HP1502401_I22,3,4,8
HP1502401_F4,3,1,12
HP1502401_M15,3,1,12
HP1502401_A12,3,4,8
HP1502401_D5,3,1,12
HP1502401_M5,3,1,12
HP1502401_K17,6,3,12
HP1502401_H15,3,1,12
HP1502401_H8,3,3,12
HP1502401_N17,3,1,12
HP1502401_O2,3,1,12
HP1502401_J21,3,1,12
HP1502401_J8,3,4,8
HP1502401_N15,3,1,12
HP1502401_H7,3,4,8
HP1502401_O1,6,1,12
HP1502401_L3,3,1,12
HP1502401_J1,3,1,12
HP1502401_H3,3,1,12
HP1502401_I15,3,1,12
HP1502401_I4,11,3,12
HP1502401_J23,3,1,12
HP1502401_M18,3,4,8
HP1502401_K15,3,4,8
HP1502401_G10,19,15,7
HP1502401_L2,3,3,12
HP1502401_L23,3,3,12
HP1502401_F19,3,1,12
HP1502401_L17,3,1,12
HP1502401_O22,3,1,12
HP1502401_L16,3,1,12
HP1502401_L12,3,1,12
HP1502401_H2,3,1,12
HP1502401_K9,3,1,12
HP1502401_E16,3,1,12
HP1502401_M4,6,1,12
HP1502401_O21,3,4,8
HP1502401_M10,3,3,12
HP1502401_J11,3,3,12
HP1502401_H4,3,1,12
HP1502401_L11,3,1,12
HP1502401_K3,6,1,12
HP1502401_I16,3,4,8
HP1502401_N12,3,3,12
HP1502401_M24,3,1,12
HP1502401_N4,3,1,12
HP1502401_E21,6,1,12
HP1502401_H10,3,3,12
HP1502401_J6,3,1,12
HP1502401_M7,19,15,7
HP1502401_O24,19,15,7
HP1502401_C16,3,1,12
HP1502401_B20,3,1,12
HP1502401_D8,6,3,12
HP1502401_F12,3,1,12
HP1502401_L7,3,3,12
HP1502401_A4,3,1,12
HP1502401_K5,3,1,12
HP1502401_C4,6,4,8
HP1502401_K1,3,1,12
HP1502401_J20,3,1,12
HP1502401_O23,9,4,8
HP1502401_B5,3,1,12
HP1502401_E6,3,1,12
HP1502401_J18,3,1,12
HP1502401_M1,3,4,8
HP1502401_J4,6,1,12
HP1502401_A15,3,1,12
HP1502401_D20,3,1,12
HP1502401_G7,3,1,12
HP1502401_H5,6,4,8
HP1502401_D16,3,1,12
HP1502401_M19,2,4,8
HP1502401_K6,3,1,12
HP1502401_K2,3,4,8
HP1502401_O8,3,1,12
HP1502401_K16,3,4,8
HP1502401_E17,10,8,2
HP1502401_M23,3,1,12
HP1502401_I18,3,1,12
HP1502401_I1,3,1,12
HP1502401_L22,3,4,8
HP1502401_G8,3,3,12
HP1502401_M9,6,4,8
HP1502401_D24,9,1,12
HP1502401_O4,6,3,12
HP1502401_L15,2,4,8
HP1502401_L9,9,4,8
HP1502401_M3,3,4,8
HP1502401_H20,3,1,12
HP1502401_O20,3,1,12
HP1502401_H24,3,1,12
HP1502401_L4,3,4,8
HP1502401_O17,6,3,12
HP1502401_M11,3,1,12
HP1502401_F23,3,4,8
HP1502401_M21,3,4,8
HP1502401_K21,3,1,12
HP1502401_H16,3,1,12
HP1502401_L20,3,4,8
HP1502401_N20,19,15,7
HP1502401_E11,3,4,8
HP1502401_K11,3,1,12
HP1502401_B10,19,15,7
HP1502401_F20,3,4,8
HP1502401_B16,3,1,12
HP1502401_L1,3,3,12
HP1502401_A17,6,1,12
HP1502401_H1,3,1,12
HP1502401_I23,11,3,12
HP1502401_O3,3,1,12
HP1502401_F10,3,1,12
HP1502401_N3,3,4,8
HP1502401_N19,3,1,12
HP1502401_K20,3,1,12
HP1504101T2D_M6,3,1,12
HP1504101T2D_F15,3,3,12
HP1504101T2D_F10,3,1,12
HP1504101T2D_M18,3,1,12
HP1504101T2D_L23,3,4,8
HP1504101T2D_N17,3,1,12
HP1504101T2D_G1,3,4,8
HP1504101T2D_M19,6,3,12
HP1504101T2D_J15,3,4,8
HP1504101T2D_N7,3,1,12
HP1504101T2D_O16,3,1,12
HP1504101T2D_M4,3,3,12
HP1504101T2D_I20,3,4,8
HP1504101T2D_K24,3,1,12
HP1504101T2D_I1,6,3,12
HP1504101T2D_J13,3,4,8
HP1504101T2D_D2,3,1,12
HP1504101T2D_O13,6,1,12
HP1504101T2D_L2,3,1,12
HP1504101T2D_I24,3,3,12
HP1504101T2D_J18,6,1,12
HP1504101T2D_M15,3,1,12
HP1504101T2D_N15,9,1,12
HP1504101T2D_F7,9,1,12
HP1504101T2D_I5,3,1,12
HP1504101T2D_C17,9,4,8
HP1504101T2D_F22,3,1,12
HP1504101T2D_J2,3,7,15
HP1504101T2D_E1,9,1,12
HP1504101T2D_A19,3,1,12
HP1504101T2D_G2,3,1,12
HP1504101T2D_J11,6,3,12
HP1504101T2D_K22,6,1,12
HP1504101T2D_G17,3,1,12
HP1504101T2D_N19,6,4,8
HP1504101T2D_I17,9,4,8
HP1504101T2D_D7,3,1,12
HP1504101T2D_L21,6,1,12
HP1504101T2D_N12,3,4,8
HP1504101T2D_B16,3,1,12
HP1504101T2D_E23,9,4,8
HP1504101T2D_H9,3,4,8
HP1504101T2D_A5,3,1,12
HP1504101T2D_K23,3,4,8
HP1504101T2D_I18,6,1,12
HP1504101T2D_P2,3,1,12
HP1504101T2D_I14,3,3,12
HP1504101T2D_E10,6,3,12
HP1504101T2D_G24,9,4,8
HP1504101T2D_F5,3,1,12
HP1504101T2D_M21,3,1,12
HP1504101T2D_D19,6,3,12
HP1504101T2D_K4,3,3,12
HP1504101T2D_N9,3,3,12
HP1504101T2D_M7,6,1,12
HP1504101T2D_O6,3,1,12
HP1504101T2D_E6,3,1,12
HP1504101T2D_B11,3,1,12
HP1504101T2D_C4,3,3,12
HP1504101T2D_C15,3,1,12
HP1504101T2D_C22,3,1,12
HP1504101T2D_D13,3,3,12
HP1504101T2D_F12,3,4,8
HP1504101T2D_C14,3,1,12
HP1504101T2D_J6,9,4,8
HP1504101T2D_H20,3,1,12
HP1504101T2D_G12,3,1,12
HP1504101T2D_N13,3,1,12
HP1504101T2D_L8,3,1,12
HP1504101T2D_L7,3,1,12
HP1504101T2D_M24,3,1,12
HP1504101T2D_G22,3,1,12
HP1504101T2D_P17,3,4,8
HP1504101T2D_G14,3,4,8
HP1504101T2D_G10,3,4,8
HP1504101T2D_K12,3,4,8
HP1504101T2D_G19,3,3,12
HP1504101T2D_M2,3,3,12
HP1504101T2D_M9,3,1,12
HP1504101T2D_O14,6,1,12
HP1504101T2D_P22,3,1,12
HP1504101T2D_M10,3,4,8
HP1504101T2D_E3,3,3,12
HP1504101T2D_O22,3,3,12
HP1504101T2D_M5,3,4,8
HP1504101T2D_B21,6,1,12
HP1504101T2D_J7,3,1,12
HP1504101T2D_A6,6,4,8
HP1504101T2D_I8,3,4,8
HP1504101T2D_P21,3,3,12
HP1504101T2D_A12,3,1,12
HP1504101T2D_O9,9,4,8
HP1504101T2D_N1,3,1,12
HP1504101T2D_I23,3,3,12
HP1504101T2D_L5,3,1,12
HP1504101T2D_O20,3,1,12
HP1504101T2D_B7,3,1,12
HP1504101T2D_N24,3,1,12
HP1504101T2D_H2,3,4,8
HP1504101T2D_N22,3,4,8
HP1504101T2D_E22,3,3,12
HP1504101T2D_C20,3,1,12
HP1504101T2D_H17,6,3,12
HP1504101T2D_L4,3,3,12
HP1504101T2D_P7,3,1,12
HP1504101T2D_O10,6,1,12
HP1504101T2D_K20,3,1,12
HP1504101T2D_I22,3,4,8
HP1504101T2D_H4,3,1,12
HP1504101T2D_K17,3,4,8
HP1504101T2D_L10,3,4,8
HP1504101T2D_H21,3,1,12
HP1504101T2D_O3,3,3,12
HP1504101T2D_N2,3,3,12
HP1504101T2D_J20,6,1,12
HP1504101T2D_L3,3,3,12
HP1504101T2D_P11,3,1,12
HP1504101T2D_F3,3,1,12
HP1504101T2D_J1,3,1,12
HP1504101T2D_N8,6,1,12
HP1504101T2D_G23,3,3,12
HP1504101T2D_N6,3,3,12
HP1504101T2D_H22,3,4,8
HP1504101T2D_B13,3,1,12
HP1504101T2D_F19,3,4,8
HP1504101T2D_F24,3,3,12
HP1504101T2D_A8,3,3,12
HP1504101T2D_H15,9,1,12
HP1504101T2D_M23,3,4,8
HP1504101T2D_J24,6,1,12
HP1504101T2D_D5,3,1,12
HP1504101T2D_L18,3,1,12
HP1504101T2D_K18,9,1,12
HP1504101T2D_P18,6,1,12
HP1504101T2D_L19,3,1,12
HP1504101T2D_N5,3,1,12
HP1504101T2D_A23,3,3,12
HP1504101T2D_D6,3,1,12
HP1504901_D15,3,3,12
HP1504901_B15,3,3,12
HP1504901_B3,3,1,12
HP1504901_N2,3,1,12
HP1504901_H12,3,4,8
HP1504901_D12,3,4,8
HP1504901_F12,3,3,12
HP1504901_H10,3,1,12
HP1504901_O7,3,1,12
HP1504901_K12,3,1,12
HP1504901_J8,3,1,12
HP1504901_C11,3,3,12
HP1504901_B16,3,3,12
HP1504901_F6,3,1,12
HP1504901_P10,3,1,12
HP1504901_D16,3,3,12
HP1504901_M3,3,1,12
HP1504901_D23,3,1,12
HP1504901_B13,0,2,0
HP1504901_H4,3,1,12
HP1504901_B1,3,1,12
HP1504901_G9,6,3,12
HP1504901_E24,3,1,12
HP1504901_A14,3,1,12
HP1504901_O9,3,3,12
HP1504901_G3,3,3,12
HP1504901_F5,3,4,8
HP1504901_K1,3,3,12
HP1504901_C16,3,3,12
HP1504901_H11,3,3,12
HP1504901_I24,3,4,8
HP1504901_E18,3,1,12
HP1504901_H6,3,1,12
HP1504901_J17,3,1,12
HP1504901_N1,6,1,12
HP1504901_D22,6,1,12
HP1504901_N22,3,1,12
HP1504901_J20,3,3,12
HP1504901_J23,3,1,12
HP1504901_F19,3,1,12
HP1504901_G2,3,4,8
HP1504901_N16,3,4,8
HP1504901_F24,3,3,12
HP1504901_O17,3,1,12
HP1504901_A19,3,1,12
HP1504901_D5,3,1,12
HP1504901_D1,3,3,12
HP1504901_N12,3,1,12
HP1504901_H8,3,3,12
HP1504901_M24,3,1,12
HP1504901_O10,3,1,12
HP1504901_B18,3,1,12
HP1504901_F9,3,1,12
HP1504901_F20,3,1,12
HP1504901_O6,3,1,12
HP1504901_J19,3,1,12
HP1504901_L13,3,1,12
HP1504901_G13,3,1,12
HP1504901_J22,3,1,12
HP1504901_L14,3,1,12
HP1504901_A2,3,3,12
HP1504901_N17,3,4,8
HP1504901_I3,3,1,12
HP1504901_A9,3,3,12
HP1504901_I21,3,1,12
HP1504901_G6,3,1,12
HP1504901_O16,3,1,12
HP1504901_E14,3,1,12
HP1504901_D17,3,3,12
HP1504901_K6,3,1,12
HP1504901_D2,3,4,8
HP1504901_J6,3,4,8
HP1504901_I2,3,1,12
HP1504901_D14,3,4,8
HP1504901_M18,3,1,12
HP1504901_F4,3,1,12
HP1504901_H1,3,1,12
HP1504901_K5,3,1,12
HP1504901_F10,3,1,12
HP1504901_G15,3,3,12
HP1504901_N19,3,1,12
HP1504901_I8,3,4,8
HP1504901_B21,3,1,12
HP1504901_N7,3,1,12
HP1504901_D21,6,1,12
HP1504901_G19,3,3,12
HP1504901_B2,3,3,12
HP1504901_F3,3,1,12
HP1506401_G3,9,3,12
HP1506401_G1,3,1,12
HP1506401_K12,3,1,12
HP1506401_F13,3,3,12
HP1506401_L7,4,10,13
HP1506401_J18,3,3,12
HP1506401_O24,4,10,13
HP1506401_A5,3,4,8
HP1506401_E15,3,1,12
HP1506401_N4,3,3,12
HP1506401_H14,3,3,12
HP1506401_O23,3,1,12
HP1506401_J4,3,3,12
HP1506401_P19,3,1,12
HP1506401_N19,7,0,1
HP1506401_A21,3,1,12
HP1506401_O3,3,1,12
HP1506401_H13,3,1,12
HP1506401_C5,3,1,12
HP1506401_P15,19,10,13
HP1506401_P3,3,3,12
HP1506401_I8,3,1,12
HP1506401_G5,3,1,12
HP1506401_I18,4,10,13
HP1506401_E8,4,10,13
HP1506401_L23,3,3,12
HP1506401_E9,3,3,12
HP1506401_F17,3,1,12
HP1506401_M12,3,1,12
HP1506401_E11,3,1,12
HP1506401_E21,3,3,12
HP1506401_G13,9,1,12
HP1506401_G24,9,3,12
HP1506401_H22,3,1,12
HP1506401_F20,3,3,12
HP1507101_K2,3,1,12
HP1507101_O2,3,4,8
HP1507101_E2,9,4,8
HP1507101_E3,9,4,8
HP1507101_G3,9,4,8
HP1507101_C2,9,1,12
HP1507101_O1,9,4,8
HP1507101_I2,9,1,12
HP1507101_M2,9,1,12
HP1507101_G16,9,4,8
HP1507101_N9,3,4,8
HP1507101_F7,9,1,12
HP1507101_B3,9,4,8
HP1507101_M12,9,1,12
HP1507101_D14,9,1,12
HP1507101_D20,9,1,12
HP1507101_O22,9,1,12
HP1507101_L15,9,1,12
HP1507101_O16,9,1,12
HP1507101_N3,9,1,12
HP1507101_L11,9,4,8
HP1507101_N12,9,3,12
HP1507101_O17,3,1,12
HP1507101_A16,9,1,12
HP1507101_L13,9,1,12
HP1507101_O20,9,4,8
HP1507101_N21,0,2,0
HP1507101_I10,9,4,8
HP1507101_H20,9,4,8
HP1507101_A14,3,1,12
HP1507101_I17,9,4,8
HP1507101_K6,9,4,8
HP1507101_F19,9,4,8
HP1507101_G6,9,1,12
HP1507101_L7,9,1,12
HP1507101_H7,9,4,8
HP1507101_O4,9,4,8
HP1507101_H1,3,1,12
HP1507101_I15,9,1,12
HP1507101_O5,9,1,12
HP1507101_F22,9,4,8
HP1507101_A22,19,15,7
HP1507101_L5,9,4,8
HP1507101_A20,9,1,12
HP1507101_F16,9,4,8
HP1507101_P10,9,1,12
HP1507101_O6,9,4,8
HP1507101_G4,9,1,12
HP1507101_B23,19,15,7
HP1507101_H11,9,1,12
HP1507101_G12,9,4,8
HP1507101_F17,3,1,12
HP1507101_G14,9,1,12
HP1507101_N22,9,1,12
HP1507101_I8,9,4,8
HP1507101_L2,9,4,8
HP1507101_H15,9,4,8
HP1507101_D2,3,4,8
HP1507101_P12,9,4,8
HP1507101_F20,9,4,8
HP1507101_N24,9,4,8
HP1507101_E24,9,1,12
HP1507101_I16,9,4,8
HP1507101_C24,9,4,8
HP1507101_B18,9,1,12
HP1507101_H14,9,1,12
HP1507101_H9,9,4,8
HP1507101_O10,9,1,12
HP1507101_J24,9,4,8
HP1507101_G18,9,4,8
HP1507101_J14,9,4,8
HP1507101_E20,9,4,8
HP1507101_I13,9,4,8
HP1507101_J11,9,4,8
HP1507101_P11,0,8,2
HP1507101_P4,9,4,8
HP1507101_E6,9,4,8
HP1507101_G22,9,1,12
HP1507101_C4,9,4,8
HP1507101_J18,9,4,8
HP1507101_I23,9,4,8
HP1507101_C18,9,4,8
HP1507101_K8,9,4,8
HP1507101_N19,9,1,12
HP1507101_G19,9,1,12
HP1507101_I11,9,4,8
HP1507101_L18,9,1,12
HP1507101_B15,6,2,0
HP1507101_K5,9,1,12
HP1507101_L3,9,1,12
HP1507101_E8,9,4,8
HP1507101_J13,9,1,12
HP1507101_A4,9,1,12
HP1507101_J23,9,4,8
HP1507101_O18,3,4,8
HP1507101_K4,9,4,8
HP1507101_F3,9,4,8
HP1507101_N18,9,1,12
HP1507101_D7,9,1,12
HP1507101_P18,9,1,12
HP1507101_P17,3,1,12
HP1507101_P5,3,4,8
HP1507101_M4,9,4,8
HP1507101_B7,9,4,8
HP1507101_E10,9,3,12
HP1507101_H23,9,4,8
HP1507101_K3,3,4,8
HP1507101_C20,9,1,12
HP1507101_L10,9,4,8
HP1507101_M14,9,1,12
HP1507101_I4,9,1,12
HP1507101_G24,3,1,12
HP1507101_G23,9,4,8
HP1507101_D1,3,1,12
HP1507101_J1,3,1,12
HP1507101_O24,3,1,12
HP1507101_D8,9,1,12
HP1507101_I22,9,4,8
HP1507101_B1,9,4,8
HP1507101_N16,9,4,8
HP1507101_F2,9,4,8
HP1507101_F8,9,4,8
HP1507101_B14,9,1,12
HP1507101_N4,19,15,7
HP1507101_M6,9,4,8
HP1507101_L19,3,4,8
HP1507101_F18,9,4,8
HP1507101_K22,9,1,12
HP1507101_K17,3,4,8
HP1507101_D21,9,4,8
HP1507101_D16,9,1,12
HP1507101_M18,9,4,8
HP1507101_H6,9,4,8
HP1507101_G20,9,1,12
HP1507101_G13,9,4,8
HP1507101_N20,9,1,12
HP1507101_G8,9,4,8
HP1507101_P6,9,1,12
HP1507101_D18,9,4,8
HP1507101_P23,9,1,12
HP1507101_H21,9,4,8
HP1507101_E21,9,1,12
HP1507101_D24,9,1,12
HP1507101_C5,9,4,8
HP1507101_J2,9,3,12
HP1507101_B13,3,1,12
HP1507101_H12,9,4,8
HP1507101_I19,9,4,8
HP1507101_H22,9,4,8
HP1507101_B4,6,1,12
HP1507101_F13,9,4,8
HP1507101_B19,9,4,8
HP1507101_D12,9,4,8
HP1507101_D5,9,4,8
HP1507101_A18,9,4,8
HP1507101_B24,9,1,12
HP1507101_J21,9,4,8
HP1507101_G11,6,1,12
HP1507101_B6,9,4,8
HP1507101_D15,9,4,8
HP1507101_B12,9,4,8
HP1507101_B10,3,1,12
HP1507101_N2,9,1,12
HP1507101_F5,9,1,12
HP1507101_E12,9,3,12
HP1507101_H3,9,4,8
HP1507101_O7,9,4,8
HP1507101_L14,9,4,8
HP1507101_L6,9,4,8
HP1507101_C6,9,4,8
HP1507101_I6,9,4,8
HP1507101_N23,3,1,12
HP1507101_J17,3,4,8
HP1507101_F1,9,1,12
HP1507101_E9,9,3,12
HP1507101_C14,9,4,8
HP1507101_D11,3,1,12
HP1507101_J3,9,1,12
HP1507101_M20,6,1,12
HP1507101_D17,9,1,12
HP1507101_B16,9,4,8
HP1507101_J5,9,4,8
HP1507101_I24,9,4,8
HP1507101_O13,9,1,12
HP1507101_E7,9,1,12
HP1507101_I20,9,1,12
HP1507101_I5,9,1,12
HP1507101_B11,9,1,12
HP1507101_H5,9,4,8
HP1507101_G9,9,1,12
HP1507101_J4,9,4,8
HP1507101_K24,9,4,8
HP1507101_P3,9,4,8
HP1507101_F21,9,1,12
HP1507101_G15,9,4,8
HP1507101_O11,9,1,12
HP1507101_C8,9,4,8
HP1507101_L21,9,1,12
HP1507101_J22,9,4,8
HP1507101_P8,9,4,8
HP1508501T2D_E2,6,1,12
HP1508501T2D_E1,13,9,3
HP1508501T2D_A3,6,4,8
HP1508501T2D_I2,9,4,8
HP1508501T2D_O1,6,4,8
