,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
D74_25,delta,celseq,4,1,10,10,8,3,8,1,3
D74_40,delta,celseq,4,1,10,10,8,3,8,1,3
D74_59,delta,celseq,4,1,10,10,8,3,8,1,3
D74_64,delta,celseq,4,1,10,10,8,3,8,1,3
D74_66,delta,celseq,4,1,10,10,8,3,8,1,3
D28-1_3,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-1_61,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-1_89,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-3_16,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-3_61,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-3_78,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-4_3,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-5_49,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-5_76,delta,celseq2,4,1,3,2,4,7,4,1,3
D28-6_26,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-7_38,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-7_73,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-8_26,delta,celseq2,4,1,10,10,8,3,8,1,3
D28-8_61,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_3,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_16,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_33,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_42,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_45,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_49,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_56,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_57,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_74,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_83,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-1_93,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_4,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_9,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_10,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_16,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_34,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-2_82,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_8,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_9,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_11,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_13,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_43,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_45,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_57,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_58,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_69,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_82,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-3_85,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_17,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_41,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_43,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_64,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_81,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_83,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-4_90,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_32,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_36,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_47,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_66,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_76,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_77,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-5_83,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_10,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_22,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_30,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_44,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_63,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_66,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-6_87,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_4,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_19,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_21,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_28,delta,celseq2,4,1,10,11,8,6,8,1,3
D29-7_54,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_63,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_78,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_79,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-7_81,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_10,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_13,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_54,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_62,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_68,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_72,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_73,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_79,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_80,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_81,delta,celseq2,4,1,10,10,8,3,8,1,3
D29-8_83,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-1_5,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-1_6,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-1_64,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-1_66,delta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_83,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_3,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_20,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_22,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_26,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_49,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_52,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_54,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_55,delta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_74,delta,celseq2,2,4,4,2,4,7,11,3,0
D30-2_75,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_82,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_89,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-2_90,delta,celseq2,4,1,10,2,8,7,8,1,3
D30-3_18,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_22,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_23,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_43,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_54,delta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_62,delta,celseq2,4,1,10,2,4,7,4,1,3
D30-3_69,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_75,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_76,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-3_82,delta,celseq2,4,1,10,11,8,6,8,1,3
D30-3_87,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_5,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_14,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_17,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_22,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_26,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_28,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_59,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-4_80,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_11,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_12,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_17,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_18,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_22,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_35,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_76,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_82,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_85,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-5_91,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_6,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_13,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_35,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_49,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_53,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_58,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-6_83,delta,celseq2,4,1,3,2,8,7,4,1,3
D30-6_92,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_7,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_13,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_29,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_31,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_32,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_53,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_55,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_89,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_3,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_9,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_32,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_40,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_55,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_66,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_86,delta,celseq2,4,1,10,10,8,3,8,1,3
D30-8_88,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-1_6,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-1_15,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-1_33,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-1_38,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_5,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_12,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_29,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_36,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_70,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-2_79,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_16,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_22,delta,celseq2,4,1,3,2,8,7,4,1,3
D31-3_41,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_42,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_62,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_67,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-3_88,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_2,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_8,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_28,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_60,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_62,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-4_78,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_18,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_23,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_42,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_55,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_71,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-5_84,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-6_7,delta,celseq2,4,1,3,2,8,7,4,1,3
D31-6_12,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-6_38,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-6_46,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-7_66,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-7_74,delta,celseq2,4,1,3,10,8,7,8,1,3
D31-7_81,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_1,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_17,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_28,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_34,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_66,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_69,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_71,delta,celseq2,4,1,10,10,8,3,8,1,3
D31-8_76,delta,celseq2,4,1,10,10,8,3,8,1,3
10th_C76_S128,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
11th-C33_S20,delta,fluidigmc1,2,1,8,9,6,1,14,3,1
13th_C51_S170,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
13th_C66_S214,delta,fluidigmc1,2,1,8,5,6,1,1,3,2
1st-C69_S44,delta,fluidigmc1,2,1,8,5,5,1,1,3,1
2nd-C25_S49,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
3rd-C1_S39,delta,fluidigmc1,2,1,8,5,5,1,1,3,1
3rd-C68_S13,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
3rd-C86_S85,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
4th-C26_S50,delta,fluidigmc1,2,1,9,5,5,3,1,3,3
4th-C32_S62,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
4th-C85_S78,delta,fluidigmc1,2,1,8,5,5,1,1,3,1
4th-C87_S76,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
4th-C89_S83,delta,fluidigmc1,2,1,9,5,5,3,1,3,3
5th-C35_S109,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
5th-C83_S111,delta,fluidigmc1,2,1,9,9,5,1,1,3,3
6th-C23_S38,delta,fluidigmc1,2,1,9,5,5,3,1,3,3
6th-C24_S37,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
7th-C15_S23,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
7th-C56_S15,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
7th-C68_S38,delta,fluidigmc1,2,1,8,9,5,1,1,3,1
7th-C72_S42,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
8th-C6_S88,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
8th-C84_S143,delta,fluidigmc1,2,1,8,5,5,1,1,3,3
9th-C28_S50,delta,fluidigmc1,2,1,8,5,5,1,1,3,2
AZ_C11,delta,smartseq2,4,1,15,11,8,6,8,1,3
AZ_B10,delta,smartseq2,4,1,15,11,8,6,8,1,3
AZ_B1,delta,smartseq2,4,1,15,10,8,3,8,1,3
AZ_A12,delta,smartseq2,4,1,15,11,8,6,8,1,3
AZ_A10,delta,smartseq2,4,1,15,11,8,6,8,1,3
AZ_G6,delta,smartseq2,4,1,15,11,8,6,8,1,3
AZ_D5,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_D17,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_A18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_I7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_O6,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_C8,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_H6,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_O18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_F11,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_I9,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_D12,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_N7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_G3,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_C5,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_A2,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_M6,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_A24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_C20,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_E3,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1502401_E9,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1502401_B8,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504101T2D_A24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_H5,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_F17,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_C9,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_L11,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_C10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_N21,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_J14,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_E21,delta,smartseq2,5,1,2,11,8,6,8,1,2
HP1504101T2D_I11,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_P4,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504101T2D_P5,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504101T2D_K14,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_K20,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_I7,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_A21,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_F2,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_I23,delta,smartseq2,5,1,15,6,8,6,8,1,3
HP1504901_P21,delta,smartseq2,5,1,2,1,8,6,6,1,2
HP1504901_D6,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_B4,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_J4,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504901_B9,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_N24,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_M21,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1504901_C10,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1504901_A10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1506401_E16,delta,smartseq2,4,1,15,11,3,6,8,1,3
HP1506401_G11,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1506401_M14,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_A3,delta,smartseq2,4,1,15,10,8,3,8,1,3
HP1507101_O23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_P14,delta,smartseq2,5,1,15,11,8,6,8,1,3
HP1507101_L23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_F10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_P21,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_A5,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_L4,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_E16,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1507101_F12,delta,smartseq2,4,1,15,6,3,7,5,1,3
HP1508501T2D_H11,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_I18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_I23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_C8,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_D15,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_C16,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1508501T2D_J18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_O1,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_J16,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_E4,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_H7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_D22,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_L19,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_J18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_P12,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_O24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_H13,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_O4,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1509101_L23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1525301T2D_D19,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1525301T2D_O2,delta,smartseq2,4,1,10,11,8,6,8,1,3
HP1525301T2D_M17,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1525301T2D_A7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1525301T2D_J10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_B6,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_H18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_J22,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_M19,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A16,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_I10,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_G23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_P22,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_K24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_E20,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_B18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A4,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A23,delta,smartseq2,4,1,7,6,3,7,5,1,3
HP1526901T2D_K22,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_G2,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_O9,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_L24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A22,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_J20,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_J1,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_C15,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_I19,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_B7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_O7,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_E21,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_E3,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_E19,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_I11,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_F23,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_C24,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_D21,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_C1,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_A13,delta,smartseq2,4,1,7,6,3,7,5,1,3
HP1526901T2D_I18,delta,smartseq2,4,1,15,11,8,6,8,1,3
HP1526901T2D_N16,delta,smartseq2,4,1,15,11,8,6,8,1,3
D101_14,beta,celseq,4,1,3,2,4,7,4,1,3
D101_31,beta,celseq,4,1,3,2,4,7,4,1,3
D101_35,beta,celseq,4,1,3,2,4,7,4,1,3
D101_73,beta,celseq,4,3,3,2,4,7,4,1,3
D101_89,beta,celseq,4,1,3,2,4,7,4,1,3
D102_7,beta,celseq,4,1,3,2,4,7,4,1,3
D102_11,beta,celseq,4,1,3,2,4,7,4,1,3
D102_18,beta,celseq,4,1,3,2,4,7,4,1,3
D102_24,beta,celseq,4,1,3,2,4,7,4,1,3
D102_25,beta,celseq,4,1,3,2,4,7,4,1,3
D102_39,beta,celseq,4,1,3,2,4,7,4,1,3
D102_45,beta,celseq,4,1,3,2,4,7,4,1,3
D102_55,beta,celseq,4,1,3,2,4,7,4,1,3
D102_58,beta,celseq,4,1,3,2,4,7,4,1,3
D102_59,beta,celseq,4,1,3,2,4,7,4,1,3
D102_63,beta,celseq,4,1,3,2,4,7,4,1,3
D102_66,beta,celseq,4,1,3,2,4,7,4,1,3
D102_96,beta,celseq,4,1,3,2,4,7,4,1,3
D1713_11,beta,celseq,4,1,3,2,4,7,4,1,3
D1713_18,beta,celseq,4,1,3,2,4,7,4,1,3
D1713_19,beta,celseq,4,1,3,2,4,7,4,1,3
D1713_95,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_11,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_21,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_47,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_48,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_50,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_51,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_55,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_65,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_67,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_69,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_74,beta,celseq,4,1,3,2,4,7,4,1,3
D172444_86,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_3,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_5,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_6,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_7,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_12,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_19,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_22,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_23,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_35,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_38,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_40,beta,celseq,4,1,3,2,4,7,4,1,3
